,id,Recipient (video or comment),comment
40,UgxUYYaZL0BRCJh7eqh4AaABAg,e4VU8onoc9E,"is there anything else I can add to extra moisture, as I find it a bit drying?  love your chanel!!"
41,UgxUYYaZL0BRCJh7eqh4AaABAg.9eb-fr7l11y9leXVlPC-g2,UgxUYYaZL0BRCJh7eqh4AaABAg,"@Heart's Content Farmhouse  what can I use instead of the palm oil? I have all the oils except palm and don't want to have to buy 1 more oil, thanks"
42,UgxUYYaZL0BRCJh7eqh4AaABAg.9eb-fr7l11y9ekvok5x9Tj,UgxUYYaZL0BRCJh7eqh4AaABAg,try recalculating the. superfat to 6% instead of 5.  i'm doing a video on tweaking/ creating soap recipes next week if you need help!
43,UgzJP-X48NSCC8P_rvx4AaABAg,e4VU8onoc9E,This must be a costly soap!
44,UgzJfwQIxMtH9XxiP2d4AaABAg,e4VU8onoc9E,"Thank you for the info. When you are adding the different oils to a bowl/pot, do you need to subtract the weight of that bowl/pot or does the scale just measure the liquid inside of it?"
45,UgzJfwQIxMtH9XxiP2d4AaABAg.9eINp_HHFAx9ebcwE6kVWf,UgzJfwQIxMtH9XxiP2d4AaABAg,"You put the bowl empty on your scale then press “zero out” then add your ingredients without removing bowl, that way the bowl isn’t included in the weight. Hope that makes sense  emoji_grinning_face_with_sweat "
46,Ugw9kDkyu4pT1v8TuRt4AaABAg,e4VU8onoc9E,I always wanted to do asmr so I’ll start doing it soon and I’m planning to do some soap asmr and it’s also my favorite asmr so thank you teaching me this
47,UgzhnLWam6CPlPD6HKB4AaABAg,e4VU8onoc9E,"What can be added instead of palm oil.? If i want to skip adding palm oil, then what ll be the formulation? Please help"
48,UgxdiAeFCSMWTZfX1eF4AaABAg,e4VU8onoc9E, emoji_red_heart 
49,UgyA9Bjq970TbFclQrx4AaABAg,e4VU8onoc9E,I have a weird question.. when i make hot processed soap.. the oils are melted and I add the lye water.. can I then use that batter like a cold process batter instead of following through with the hot process procedure.. I sure hope you know what I mean. Thank you so much for all your video's. I am loving them!
50,Ugwk71xBzaEvHtH1y7J4AaABAg,e4VU8onoc9E,Any advice for making soap with suet/tallow?
51,UgzQ4TVhCzJmeDyEjLt4AaABAg,e4VU8onoc9E,My mom made soap back in the fifties and before . It was handed down to her by her mom and grandma
52,UgySJJowkFfnJOaDbcp4AaABAg,e4VU8onoc9E,Do you think I could add the lye to a tea instead of plain water?
53,Ugz5E-ZZalky60RMXa94AaABAg,e4VU8onoc9E,May I have a written copy. I am visual person.
54,Ugz5E-ZZalky60RMXa94AaABAg.9cY3pKZKMDT9dsHgZ5wmYS,Ugz5E-ZZalky60RMXa94AaABAg,She has it in the description ^
55,UgwqXfROmMXdxH4qCuR4AaABAg,e4VU8onoc9E,"Great video. Do you cut tue soap in the beginning of the curing process for r at the end? Also i keep getting white film/sediment at the bottom of my soap bar, like a discoloration. Where does it come from and how can I avoid it? Thank you!"
56,Ugzi2qm_ItjAFyHmAp54AaABAg,e4VU8onoc9E,Thank-you for sharing. I tried it out and was able to make 20 bars with the amounts
57,UgyEt0_C06FoZ1JcUtZ4AaABAg,e4VU8onoc9E,"Wonderful video … I tried to get the written recipe but couldn’t due to it says malicious intent .,, not sure what or why that message came up.  Is there anywhere else I can get it please ? Thanks"
58,UgwlCbXhmqmz5U-va5R4AaABAg,e4VU8onoc9E,I really appreciate you for typing all that in the description  emoji_red_heart thank you so much  emoji_loudly_crying_face 
59,UgwfHUOkrRiDftPRbmh4AaABAg,e4VU8onoc9E,can you use plastic bowl? what essential oils do you recommend for strong scents? thank you
60,UgywmOg1-hHoTiptSQh4AaABAg,e4VU8onoc9E,"should you use blender, bowls, pans ect that you use for baking or would it poison your food uf you use the same"
61,UgzbUKNTAH5b1kNw4LJ4AaABAg,e4VU8onoc9E,Hey! I'm thinking about making homemade soaps and I was wondering if you knew how to incorporate yogurt and apple cider vinegar in them and what point do you put them in the soap? Thanks  emoji_smiling_face_with_smiling_eyes 
62,Ugw0ei0isyI3UPFXfnp4AaABAg,e4VU8onoc9E,"Oiii .... amei seu canal!!! Estou aprendendo coisas sobre saboaria e se você puder colocar a fórmula em gramas eu agradeço muito , sou brasileira e tenho dificuldade com medidas em onzas. Abraços!!! emoji_sunflower  emoji_sunflower  emoji_sunflower  emoji_smiling_face_with_hearts  emoji_heart_with_ribbon "
63,Ugzc5apyST6K8BD1NnR4AaABAg,e4VU8onoc9E,Metric measurements please
64,Ugz43wkv1jUQ3I5C6s94AaABAg,e4VU8onoc9E,"I see a lot of recipes average about 40 ounces of oil but the lye content varies quite a bit, so how do you decide the lye content? It seems fun to make your own recipes"
65,UgwkAh0lr-yDIQav98p4AaABAg,e4VU8onoc9E,What's the total oils used as opposed to the lye please.?
66,UgxM4QAUTa6gbC975UF4AaABAg,e4VU8onoc9E,How much liquid do I put? 10 or 15 oz???
67,UgwJucNQIzPM7RoMtNJ4AaABAg,e4VU8onoc9E,"Hi there, when I do decide to start making soap..I have downloaded a few of ur videos..which are perfect as you explain everything. I do want moisturizing soap, as I have very dry skin. How long does this recipe need to sit for before it can be used? THANK YOU."
68,UgxSOfv84ogT2SiRnz94AaABAg,e4VU8onoc9E,I made it but it blew up I mixed the lye water  then waiting for the cool down then mixed with the organic avocado ozone oil together and they explode and foamed up turned orange and went back down what should I do next time?
69,UgynhDm1GYpdLKLF4wR4AaABAg,e4VU8onoc9E,"Luv your videos but how did you measure 5.83 on the scale, thank you"
70,Ugw4uWffanPBwwWkpRV4AaABAg,e4VU8onoc9E,You should set up a patreon to sell your soaps especially for men with dry skin. Manly scents and color and all that
71,UgwheqCdrnRdEaQ0H2V4AaABAg,e4VU8onoc9E,"At first, I liked the idea of making my own soap. But the more videos I watched, I learned I cannot escape the lye process which is what I am afraid of. I am prone to getting splashes on my skin or spilling incidences that gets on my skin and my eyes. I am going to skip out on soap making and just buy it. If civilization collapses, I will just boil herbs and flowers in my water, then cool down to bathe in."
72,UgzkyhQwwt2TRyhVYe54AaABAg,e4VU8onoc9E,Can I use a melt and pour base !?
73,UgyBe4IWBEzk5HkEBrl4AaABAg,e4VU8onoc9E,If we don't have sodium lactate powder. How much sodium lactate liquid should we use ??
74,UgzVLEUxIXFesnEbbQh4AaABAg,e4VU8onoc9E,"Either cut the large bar or use a (dedicated) ice cube tray, no oversized bars, right?(Again, only if using a dedicated one!)"
75,UgzIXjuq8tLtZUzPk9t4AaABAg,e4VU8onoc9E,Can you show a good lather test video to this video?
76,UgyvR3BVRHto5_b7el94AaABAg,e4VU8onoc9E,"Please Please Please do not use pots, cups and tools that touched lye or unsaponified soap for food! Oven and stove are fine. If any soap newcomers are reading this."
77,UgwWHM2PozODfmewFOl4AaABAg,e4VU8onoc9E,i love this video!! love you! Great video very simple
78,Ugx-H74tvt6e7Or0liZ4AaABAg,e4VU8onoc9E,How do you clean the pot and utensils once your done pouring out the soap batter? Doesn’t it harden in the pot afterwards ?
79,UgxwWVH_zHZIGIgjbMl4AaABAg,e4VU8onoc9E,"Thank for this video  Love your clear,concise presentation. Plan to try recipe"
80,UgxFloX89BENhTcX2PJ4AaABAg,e4VU8onoc9E,How many ounces of fragrance oil?
81,Ugy7AtUkYu3d6nva1X14AaABAg,e4VU8onoc9E,You say 10-15 oz of water. How do you determine which to do. Also how do I make a bigger batch? Thanks so much!
82,UgyAmr3oEl6kQJJM8sd4AaABAg,e4VU8onoc9E,"How did you get this pink color?? I looked at all the ingredients, on your website and watched the video and you didn't mention what it was? It's a great color!"
83,UgwLxSAe08SM16scGU14AaABAg,e4VU8onoc9E,Is this bar too hard to cut using the cutting tool that cuts multiple at once for a uniformed look? I noticed you cut with a knife… do you recommend that tool?
84,UgwGXpTZvPkL0rWQ-HJ4AaABAg,e4VU8onoc9E,"What is the fragrance  u use ,and  the pink  small amount  of powder? Thank you"
85,UgwZ-pFVhiQnHiOf2rx4AaABAg,e4VU8onoc9E,I am a soap maker using melt n pour only. I want to try to make it this way and this video is so simple! You explained everything and made it easy for me to understand! Thank you  emoji_smiling_face_with_smiling_eyes 
86,UgyiUxS7ju8JP-pPHIh4AaABAg,e4VU8onoc9E,Hi I’m new at this .. wanted to know if I can use coconut oil instead of all those oils….
87,UgwTXlN1CqUtuOHoyl14AaABAg,e4VU8onoc9E,This will be my 5 th batch of soap lol
88,UgzE7PCN0rx28zWVKTZ4AaABAg,e4VU8onoc9E,"Do you keep you soap making tools separate from your regular kitchen tools, or is it ok to use kitchen thermometer, bowls, etc. and clean them well after? Any special way to clean up after?"
89,UgzKCI1Qgaw_0Ztv-px4AaABAg,e4VU8onoc9E,At what temperature do you have the oven to push through the gell phase and how long?
90,UgywHt3mzW_puS2hs5V4AaABAg,e4VU8onoc9E,Palm oil leads to deforestation of asian tropics
91,Ugw_p0On1sNjbiRQHiJ4AaABAg,e4VU8onoc9E,Add glycerin
92,Ugz3szZOEBehTvcXl-x4AaABAg,e4VU8onoc9E,"Nice video and tips, thanks for sharing"
93,UgzRWrEGBW7uNr4soLp4AaABAg,e4VU8onoc9E,I made this soap as my very first batch...this video gave me the confidence to make soap.  That was about a year ago.  You made it so easy to understand and I have graduated to making very intricate designs.  Thank you.
94,UgzRWrEGBW7uNr4soLp4AaABAg.9YtQQXnQgGF9fe0i4GTOBa,UgzRWrEGBW7uNr4soLp4AaABAg,"@alyaa You can purchase kits that don't have lye, or you can use melt and pour soap."
95,UgzRWrEGBW7uNr4soLp4AaABAg.9YtQQXnQgGF9eInjmB9I9y,UgzRWrEGBW7uNr4soLp4AaABAg,Hi  i was wondering if there is away to make soap without lye
96,UgzRWrEGBW7uNr4soLp4AaABAg.9YtQQXnQgGF9ZRL5ZVVBTG,UgzRWrEGBW7uNr4soLp4AaABAg,Hey! What do you use to cover your worktop?
97,UgyIa9g9BqAKL_ZpWzR4AaABAg,e4VU8onoc9E,How color do I add
98,UgzUcGG1-RBrdCtKlkZ4AaABAg,e4VU8onoc9E,I can't find sodium lactate where I live in Saskatchewan Canada. I saw that I could add salt. Do you know how much I could add ?
99,UgyqlS_VYzLjZfw1-h14AaABAg,e4VU8onoc9E,Just discovered your video tonight and I've been making soap for a year but somehow I missed your videos.  LOVE THEM! THANKS!! So very helpful!!!!!!! Really appreciate the helpful information and giving such detailed help which I realllllllly appreciate. THANKS!!!!! I hope you keep making more to share. Love the craft but I don't always understand all that I am doing so any help I can get is alll the better. THANKS!
100,UgzfVA1fScxUmn03uB54AaABAg,e4VU8onoc9E,Thank You.
101,Ugzjndv3806-NkX8pxB4AaABAg,e4VU8onoc9E,Thank you. I'm going to try this tonight..... Only thing I will do different is add Strawberry scent and Strawberry flavored coffee for the exfoliate..
102,UgwNYQ2X2b8EShFbtm94AaABAg,e4VU8onoc9E,Please show what is the colour used.It is not in the description box or in the list of ingredients.
103,UgyUSFi1rAFLZRLDxZN4AaABAg,e4VU8onoc9E,I'm not using alkaline (lye)
104,Ugz4b7zjQT6Hln1hrS94AaABAg,e4VU8onoc9E,very nice video thank you
105,UgyrdlHGeejR4SIIJuR4AaABAg,e4VU8onoc9E,"Love your channel. You have a terrific way of making everyone believe that they can do this! (If I can do it, then really anyone can!) What could I use to substitute the Palm oil or is there a palm oil that is a bit more environmental friendly? I know Palm oil is controversial"
106,Ugz7wmJAJSc4ZP7uplJ4AaABAg,e4VU8onoc9E,Awe you are so sweet I just want to hug you lol. Hope that's not weird to you. I love this video and your tips! I can't wait to make cold process soap. I know I'm a year late but you definitely have a new subbie!  emoji_two_hearts  emoji_smiling_face_with_hearts 
107,UgxCDJ4el7r9r9-yc4N4AaABAg,e4VU8onoc9E,"Hi, what type of scale do I need to purchase to be able to weigh out 5.83 ounces. I have 2 scales but I’m not able get it . One is a kitchen scale and the other is a package scale. I can on get to 5.8 .(That picture is my grandson. Just to let you know it’s not a minor) Thanks in advance"
108,UgztJCu7aOiOubKfvit4AaABAg,e4VU8onoc9E,Hi I love how u explain the process. I am new to this and love ur video. Can you tell me the color u added and fragrance. And how much of each.
109,Ugy0uU7WonrJS-vzF-V4AaABAg,e4VU8onoc9E,"So far, this is the BEST recipe I've yet to try. It's easy and oh boy does it make me soft!"
110,UgzJEird8A6PZsmSrCd4AaABAg,e4VU8onoc9E,Hello... curious on how to choose colors. Do they all come in powder form and where to get them from?
111,UgzLV-QB0LH6Xouccpp4AaABAg,e4VU8onoc9E,"Great Video. Please remember the safety aspects of this soap making, you need gloves and protective eye wear especially when using the hand blender."
112,UgwrVorn0laNp63As-d4AaABAg,e4VU8onoc9E,This soap is really the best! Thanks for sharing.
113,UgxJpvI2XDLlOAvOzRt4AaABAg,e4VU8onoc9E,"I would like to enter this recipe in soap calc, can you tell me what is your Water as % of Oils and your super fat %? I’m a beginner and love your videos! Thank you  emoji_folded_hands "
114,UgzIsggMKl-XBaSpmRx4AaABAg,e4VU8onoc9E,What oil would be a good substitute for using palm? I refuse to use palm oil in any of my recipes.
115,Ugxib5FjFLlRTpsA8FN4AaABAg,e4VU8onoc9E,"My mom and I made our first bar of cold process soap a few nights ago, and we chose your recipe. Yes, I know. A lot of oils for a beginner, but I have researched so much I was ready to tackle it, and I LOVE lather. It sets up so fast!!!! We ended up spooning it into the mold. I think we should try another one next that doesn’t set up so fast we can’t work with it, but I can’t wait to try the bars out. They turned out prettier than I expected. Thank you for sharing your recipe!"
116,UgzCQwow1biMyZjkOKJ4AaABAg,e4VU8onoc9E,"Omg thanks so much .. first time to ur channel .. cold process always seem intimidating but not hot process smh lol... This recipe so simple n very informative step by step instructions that I love . I really don't care for palm out so I'm going to sub babassu oil, Shea butter or cocoa butter ... Nothing else can sub when I did my research .. thanks again so much keep the simple informative videos coming .. God bless u n ur family  emoji_red_heart "
117,UgwnEtkjAyOxDtTVSlh4AaABAg,e4VU8onoc9E,Thank you for this simple to understand video on making soap...I just ordered my soap making supplies so stay tuned.. emoji_soap  emoji_alembic   I can't wait to start! emoji_grinning_face_with_big_eyes 
118,Ugxk_xlq_CX9hmhsPaB4AaABAg,e4VU8onoc9E,I just came across your channel and me and my daughter are glued we just began our soaping  emoji_soap  so wish us luck thanks also for the tips on safety  emoji_red_heart 
119,UgwBkOBgJmr528Rsymx4AaABAg,e4VU8onoc9E,Love your video! I have a question.  When using castor oil does it have to be the raw type like you used here or can you use the serum drops? Is there a difference between them? Thanks.
120,UgwOoSmV2FfbCrSBFu54AaABAg,e4VU8onoc9E,So should i be using sodium lactate if im just using olive and coconut oil? I have to wait 3 days for it to harden!
121,Ugw607chAxh5XRaalGl4AaABAg,e4VU8onoc9E,Because that … is melt n pour to me  emoji_thumbs_up  emoji_rolling_on_the_floor_laughing 
122,Ugz2GncvddM2RFcJxmJ4AaABAg,e4VU8onoc9E,Can u just cut all the ingredients in half
123,UgwHctsiQYD0YXFSbQx4AaABAg,e4VU8onoc9E,“It can blind you  emoji_face_with_rolling_eyes ”
124,UgzstBpwGn3ZjibE-BN4AaABAg,e4VU8onoc9E,"hi, just want to ask if I can substitute palm oil to rice bran oil or hemp oil instead because for me personally I don't like to use palm oil. Thanks and looking forward to your reply."
125,UgzA52p7L_hRVyMuuwt4AaABAg,e4VU8onoc9E,hopefully someone can answer this question. Why my lye solution got crystallized at the top? I’ve following every steps and same measurements.
126,Ugxd_dRmVWSJqCNZImJ4AaABAg,e4VU8onoc9E,"I tried but the soap is very irritating to the skin , it's one week now but not hardened.The oils tends to float on the top leaving the composition downward.No foam was forming.Need a help"
127,Ugxd_dRmVWSJqCNZImJ4AaABAg.9V9xEN21vRd9WTW5L9DU0u,Ugxd_dRmVWSJqCNZImJ4AaABAg,"If it irritates your skin it's probably due to lye not being mixed enough. Lye pockets form and can cause 3rd degree burns. Wait 4 weeks before using cold process soap. If your soap is crumbly, has white spots then don't use it. When you are using the immersion blender I recommend putting it at an angle so it sucks in the oil from the top, kind of like a mini whirlpool. Also don't get soda ash mixed up with lye pockets, if your soap becomes ""ashy"" or a little white it's fine it's just aesthetic."
128,UgxVdjjVoqK9c7Ft2yx4AaABAg,e4VU8onoc9E,"If I don't use digital scale, any suggestions for making this soap please? Can I use kitchen measuring spoons and cups instead?"
129,UgwK7_3eE8JN_9Ba85p4AaABAg,e4VU8onoc9E,I was wondering if it’s okay to use virgin coconut oil?
130,UgwLlHil_aa5cMM447B4AaABAg,e4VU8onoc9E,Can it be made hot process
131,Ugwgm8zQxxwtI4rrdbF4AaABAg,e4VU8onoc9E,"You're awesome for sharing. I'm getting into this for profit actually, and you're really kind for sharing the recipes. I'll definitely download your book."
132,UgxOyHjdNU6_deuV98h4AaABAg,e4VU8onoc9E,I wish to add beeswax and Shea butter instead of mango butter can I add it
133,Ugx0p8AyymU3sJsGYil4AaABAg,e4VU8onoc9E,Hi. I’m wanting to make some homemade soap out of my breakmilk. Are you familiar with it at all?
134,UgyxRkfOPVkZY_D-W6p4AaABAg,e4VU8onoc9E,"Thank you for this wonderful recipe!  I am new to soap making and am trying to understand how to work with palm oil.  I have learned from Brambleberry that the palm oil needs to be fully liquified before use (in order to incorporate and use all the fatty acids.).  But if I'm usingpPalm oil that starts in solid form and I only need 9 oz of it, how do I avoid having to melt the entire 32 oz jar of Palm oil with each batch (thus remelting it multiple times)?  If you have any insight on that, I would be grateful.  Thank you so much!"
135,UgzNVEQ2iSuopyLC2pV4AaABAg,e4VU8onoc9E,Pp. h
136,UgyAx7cLAddsvXBws7h4AaABAg,e4VU8onoc9E,Since palm oils are so bad for the environment (and recently found to have cancer causing ingredients if consumed…)….what’s the best replacement oil?  Thanks  emoji_smiling_face_with_smiling_eyes 
137,UgzQi2VnPhgKE95v5y54AaABAg,e4VU8onoc9E,Too complicated
138,UgwyfbeAr4PJJKR-rb14AaABAg,e4VU8onoc9E,Should always put lye in water not the another way
139,UgwI4dynAzUMwVgC1x14AaABAg,e4VU8onoc9E,"Awesome, appreciate your help and your experience to a great product"
140,Ugwbea1F6HWLGRUS5o94AaABAg,e4VU8onoc9E,I have a bunch of frozen breastmilk I'd love to turn into soap... could you steer me in the right direction of how to incorporate my breastmilk???
141,UgxTWsLwuj90Rtx7dY94AaABAg,e4VU8onoc9E,I watched your video for the 1st time and you made it so very easy... I am actually going now to buy my ingredients to make my soap. Thank you.
142,UgwNlaA-7ydWzSKxSNd4AaABAg,e4VU8onoc9E,Can i skip the mango butter ?
143,UgyQG11pFD0b1DcZhpR4AaABAg,e4VU8onoc9E,"HI, I want to start making my own soaps and this has been a great video, perfect explanations and directions. I want super moisturizing soaps and you explained that this recipe is moisturizing ( oh and I do personally love bigger bars) I do have a question, what do you use for color?"
144,UgzlUoqp64WzUVYJ-nB4AaABAg,e4VU8onoc9E,Hi Kate. Fantastic tutorials. Would like to know if the oils are refined or unrefined oils?
145,UgwQ1WIMEEbJTLSSgNV4AaABAg,e4VU8onoc9E,"color.  I saw that you add the powder for color, what is the name of it again."
146,UgwZwkFRsq8sLI1yX054AaABAg,e4VU8onoc9E,Am trying to figure how to measure the lye on a scale
147,Ugy7Io0q2_Ne8GtVkj94AaABAg,e4VU8onoc9E,Am trying to figure how to measure the lye on a scale
148,UgyId1OTH_Q_DIsNrL14AaABAg,e4VU8onoc9E,I will definitely give this a try.
149,Ugw0O8EpVu4LcVq3Vo14AaABAg,e4VU8onoc9E,What would you use to substitute almond oil since some people are allergic to nuts?
150,Ugw0KrEGFu8C_0dbaOl4AaABAg,e4VU8onoc9E,Is there a reason you don’t wear gloves? Just wondering.
151,Ugzn6SZ1yVhCIsjBZPR4AaABAg,e4VU8onoc9E,"If the Mango butter is for the hardness, could I just use beeswax in place of that? If so, same 2 oz?"
152,UgwsZkhfikVqWeLqX0F4AaABAg,e4VU8onoc9E,Can I add breast milk in this to make breast milk soap
153,UgydEzc82vMUmGRZ1O54AaABAg,e4VU8onoc9E,Could I add beezwax instead of sodium lactate to make the bar a little hard? If so how much would you recommend?
154,UgyMDUurtIsQfZpRLth4AaABAg,e4VU8onoc9E,"Thank you for the recipe. If we don't want to use Palm oil, which other oil can be used instead?"
155,UgwtCRtMKGgEFZ5ijC14AaABAg,e4VU8onoc9E,Would you ever consider selling your soap?
156,UgyZP-R9fWzgZLAkkh54AaABAg,e4VU8onoc9E,Should the water be warm or cold?
157,UgwZ096-l96hhUqclWt4AaABAg,e4VU8onoc9E,Can you this this without palm oil?
158,Ugxaq1N2AXghCrHfKW54AaABAg,e4VU8onoc9E,dang you are over complicating it with all those oils
159,UgwbBjIChiQoOpTSKLR4AaABAg,e4VU8onoc9E,2 inches in height that is and 8.5 in width and 9.5 in length **
160,UgyK3_i2y3jPAuGwmyl4AaABAg,e4VU8onoc9E,"I have a question, so I have used your measurements for the cold press recipe and I noticed towards the end of your video you said that the silicone mold you used was 10 inches, now i used the same exact measurements only difference is the size of the silicone soap molds I have are 2 inches, i guess my question is how would i re measure the ingredients so that the soap is filled to the top but nothing is being waisted, all together? I HOPE this makes sense, sorry in advance if it does not."
161,UgzJObJWty16aYIC10R4AaABAg,e4VU8onoc9E,Good work Love  emoji_two_hearts  from #SoapMakers
162,UgwFABTUnFON0uqafdt4AaABAg,e4VU8onoc9E,"Oh, and sodium lactate is kinda expensive……just use table salt"
163,UgzaTlvGxHzVx8wDAUN4AaABAg,e4VU8onoc9E,"You do not have to have palm oil if you don’t want to use it. Shea butter, cocoa butter, or even just hard oils can replace it. Castor oil is the key to lather. Period. You can do anything in your soap as long as you have castor oil if you want lather. HOWEVER, WHEN SHE SAYS SHE IS PUSHING IT, SHE MEANS IT!!! 5-8 percent of castor oil to your recipe is really the most you SHOULD do. Keep that in mind and all of you can make great soap!"
