,id,Recipient (video or comment),comment
25,UgyIzvhYSyaGQKZGnjx4AaABAg,qm-BlHAPS_8,Awesome! I love it!
26,UgzXRyWB_wV9GBklckh4AaABAg,qm-BlHAPS_8,"Awesome soap. Please tell me which blueberry fragrance you use I get mine from candle science I LOVE the scent, but it turns my soaps brown from the vanillin. Thank you."
27,UgzXRyWB_wV9GBklckh4AaABAg.9hpETCa550r9hpQJLQd_ia,UgzXRyWB_wV9GBklckh4AaABAg,It’s called Blueberry from Natures Garden :)
28,UgxW2QTXXmkIGGcHdOh4AaABAg,qm-BlHAPS_8,something about any soap with the word blueberry in the title. Thanks for sharing
29,UgxcmSaRCmYEFoZFV3Z4AaABAg,qm-BlHAPS_8,"I love the vines, leaves and blueberries on the top, it is a work of art."
30,UgyzP1QsZ4XDS-IEyvR4AaABAg,qm-BlHAPS_8,"Hi, are your bars 2 inches in depth? I am trying to cut my tall bars similar to the ones I have purchased from you,everytime I say I'm going to save it so the next time I make soap I have a visual....I can't resist and end up using  it !"
31,UgyzP1QsZ4XDS-IEyvR4AaABAg.9h89uDO67Fy9h8g-4TqJk0,UgyzP1QsZ4XDS-IEyvR4AaABAg,I cut them 1.5” in depth and they are a little over 2” wide
32,Ugyzq6otihizNyVymXV4AaABAg,qm-BlHAPS_8,The top is to die for! I love dark colors and the contrast of the blueberries and the leaves is absolutely stunning!
33,UgxfzNUcPLei8PZ-4tF4AaABAg,qm-BlHAPS_8,Which mold you are using?
34,UgxfzNUcPLei8PZ-4tF4AaABAg.9gXEGmAmi2t9gXO0gKdfgh,UgxfzNUcPLei8PZ-4tF4AaABAg,It’s linked in the description box :)
35,UgyEOFpWCG_0R6h53ih4AaABAg,qm-BlHAPS_8,Very nice emoji_star-struck  emoji_smiling_face_with_heart-eyes 
36,Ugyt_IVEID-jgYPAUxV4AaABAg,qm-BlHAPS_8,Hi thanks for getting back to me so quickly I am just getting into soap.. Your soap is OUTSTANDING!  I have a question do you always have to use lie in order for to fluff up.?  Can I ask you what is the purpose of the white powder is it to make like the goats milk soap whiter when you put in oils or fragrance I’m really not sure.
37,UgxH07iksie5e7jrIr14AaABAg,qm-BlHAPS_8,Hello that was really cool. What was the white product you put into the mix? What brand of colors do you use.  emoji_sunflower 
38,UgxH07iksie5e7jrIr14AaABAg.9f7YLFRx66P9f7hv6u3YkB,UgxH07iksie5e7jrIr14AaABAg,It’s a white colorant called titanium dioxide. I have where I get my colorants linked in the description box :)
39,UgxyS7SnRrONZa9GUZ14AaABAg,qm-BlHAPS_8,Very beautiful. Are you using oil base colorant?
40,Ugwm_ESpkVrxIuimAqx4AaABAg,qm-BlHAPS_8,Song?
41,UgwHOBTjld5CybnGBaZ4AaABAg,qm-BlHAPS_8,You are one of my favorite soap makers!  I wish we could make soap together!
42,UgxTcVGvwfmi6NyQWnp4AaABAg,qm-BlHAPS_8,I think I smell blueberries just watching!  emoji_beaming_face_with_smiling_eyes 
43,UgxkMlWjMGvvvMzbApR4AaABAg,qm-BlHAPS_8,I love this soap looks delicious
44,UgzUoxLApRQAfKVFGwd4AaABAg,qm-BlHAPS_8,I was wondering if there is any emulsification (if that's a word) that happens while melting the oils with the lye and all that stirring
45,UgzUoxLApRQAfKVFGwd4AaABAg.9el76DJhcOR9er88R3NAXP,UgzUoxLApRQAfKVFGwd4AaABAg,@Ophelia’s Soapery thank you
46,UgzUoxLApRQAfKVFGwd4AaABAg.9el76DJhcOR9elLS_j72ex,UgzUoxLApRQAfKVFGwd4AaABAg,A tiny bit. But It will stay fluid for a very long time until you use a stick blender.
47,Ugyg7eU2QOl881h-3w14AaABAg,qm-BlHAPS_8,Absolutely beautiful! What did you use tô make the leaves and fruits on top of the soap?
48,Ugyg7eU2QOl881h-3w14AaABAg.9eZLeO-r3p99eaNaE3ntGl,Ugyg7eU2QOl881h-3w14AaABAg,I used a leaf piping tip and a small round piping tip :)
49,UgwzVYzMMIWr10eQUYh4AaABAg,qm-BlHAPS_8,Can you tell me if you use Extra Virgin Olive Oil or Olive Pomace Oil? Which one is better when making soap?
50,UgwzVYzMMIWr10eQUYh4AaABAg.9eVCF05N9PE9ehAUG8aUI3,UgwzVYzMMIWr10eQUYh4AaABAg,@Ophelia’s Soapery thank you
51,UgwzVYzMMIWr10eQUYh4AaABAg.9eVCF05N9PE9eW7-QmJYyL,UgwzVYzMMIWr10eQUYh4AaABAg,I use regular olive oil. Extra virgin tends to be too green and pomace tends to accelerate trace faster.
52,UgwqBfJ6Pv22FFW5vcV4AaABAg,qm-BlHAPS_8,Beautiful!
53,UgwvjVJ5KdUTOPg8SUJ4AaABAg,qm-BlHAPS_8,These are just beautiful!
54,UgzXNtnpwplhOzSjQcR4AaABAg,qm-BlHAPS_8,Your soaps are the bomb!  You make it look so easy.  Just curious what piping tip you use to make the vines and leaves.  Thanks!
55,UgydBBA75uvtbjNpvmx4AaABAg,qm-BlHAPS_8,Is there any difference in the final product using the lye solution to melt the hard oils vs melting them separately and blending when they are close in temperature?
56,UgydBBA75uvtbjNpvmx4AaABAg.9eRNYRSTW_L9eXmWqQYdIA,UgydBBA75uvtbjNpvmx4AaABAg,Yes you are correct. My batch size needs 8.25 oz of fragrance and I had 8oz. It worked out perfectly :)Once you do it a thousand times you get a feel for how much each container needs  emoji_smiling_face_with_hearts 
57,UgydBBA75uvtbjNpvmx4AaABAg.9eRNYRSTW_L9eX3ngy41j3,UgydBBA75uvtbjNpvmx4AaABAg,"@Ophelia’s Soapery so you add all your oils together, soft and hard, then pour your hot lye water. That's what it looked like. Also I'm impressed with your eyeballing the scent measurments"
58,UgydBBA75uvtbjNpvmx4AaABAg.9eRNYRSTW_L9eSEorlspc6,UgydBBA75uvtbjNpvmx4AaABAg,Yes it absolutely is. If you want to soap right away and didn’t prep your lye or melt your oils down. Heat transfer method lets you soap right away.
59,UgydBBA75uvtbjNpvmx4AaABAg.9eRNYRSTW_L9eS46SaV43J,UgydBBA75uvtbjNpvmx4AaABAg,@Ophelia’s Soapery Thanks for answering.  I guess it's just a personal preference.
60,UgydBBA75uvtbjNpvmx4AaABAg.9eRNYRSTW_L9eRipI1VXcI,UgydBBA75uvtbjNpvmx4AaABAg,Not at all :)
61,Ugz8CZIc9UjPHoSJLN14AaABAg,qm-BlHAPS_8,Amazing
62,UgwRZocJutAwHaQ10B14AaABAg,qm-BlHAPS_8,Very beautiful!  emoji_smiling_face_with_smiling_eyes  emoji_thumbs_up 
63,UgwhQZ2B5d7x00QfEeZ4AaABAg,qm-BlHAPS_8,I love watching these videos my kids like them too but this video....... I was here to see the cup spin lol I loved it
64,UgzfrTSgCdUvTkP-2zV4AaABAg,qm-BlHAPS_8,Your soap making is always such a pleasure to watch
65,UgyU7zrq3Gr2HRpy1EF4AaABAg,qm-BlHAPS_8,The addition of the blueberries and vines on the top make this whole soap. Extremely cute!!
66,UgyODKX5mGZqhZ-TyMp4AaABAg,qm-BlHAPS_8,"This is so beautiful, you are so a good inspiration, love it!!!"
67,UgzqoSr54rEAamQtH2Z4AaABAg,qm-BlHAPS_8,I soooo am going to have to have that  ......
68,UgxBZlt2jBCn7bsVLYB4AaABAg,qm-BlHAPS_8,This is the best marble pour that I have seen!!!
69,UgzFvvZ9VcpRwanLvLZ4AaABAg,qm-BlHAPS_8,Gorgeous soap. TFS.
70,UgxIGS6If5L_636ATaB4AaABAg,qm-BlHAPS_8,Gorgeous design! Love the 2 tones and the piped top! <3
71,UgybCaNZCxq4PR2W2LV4AaABAg,qm-BlHAPS_8,This has got to be the most beautiful soap I've ever seen!
72,UgxePdvcOUn8UaoovFN4AaABAg,qm-BlHAPS_8,Beautiful  emoji_smiling_face_with_heart-eyes 
73,UgyfW9QkT8NLKNgc-zd4AaABAg,qm-BlHAPS_8,Very pretty!
74,UgyKQq2HJLuxZgWYmBd4AaABAg,qm-BlHAPS_8, emoji_red_heart  emoji_red_heart  emoji_red_heart  emoji_red_heart 
75,UgxgoQYLHD0OgMFKwit4AaABAg,qm-BlHAPS_8,That’s so pretty!! emoji_grinning_face_with_smiling_eyes  emoji_two_hearts 
76,UgygI6K-se4zBiQaSDV4AaABAg,qm-BlHAPS_8,"Well, aren't you clever!  emoji_two_hearts "
77,UgxNEg98_kV8W4lN4oZ4AaABAg,qm-BlHAPS_8,"That is absolutely gorgeous honey, I love love love it. Xxx"
78,UgzUwHdalq2prqdb4sN4AaABAg,qm-BlHAPS_8,Absolutely beautiful
79,UgyUNVC4fn12JqpcByt4AaABAg,qm-BlHAPS_8,"Very beautiful, can't wait to see this one in your sample packs, bet it smells amazing. Always love the looks of your products. Will be buying some soon.  emoji_beaming_face_with_smiling_eyes "
80,UgzSl9kaqwxro6vy1NJ4AaABAg,qm-BlHAPS_8,"I really like this new design.  emoji_smiling_face_with_heart-eyes  Excellent job, dear!!  emoji_smiling_face_with_hearts "
81,UgzVXgDo5rRDvsyBq0N4AaABAg,qm-BlHAPS_8,So beautiful  emoji_star-struck   emoji_smiling_face_with_hearts 
82,UgwWLSc2Bt04lYbdXgd4AaABAg,qm-BlHAPS_8, emoji_blue_heart  emoji_blue_heart  emoji_blue_heart 
83,UgyjNAyK3t5zRUxURGl4AaABAg,qm-BlHAPS_8,Beautiful  emoji_smiling_face_with_heart-eyes   emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes 
84,UgyfubA-18Ax7707xGJ4AaABAg,qm-BlHAPS_8,I love your blueberry soaps! Can't wait to order.
85,UgwxxdK2Yh0chY0Nn2N4AaABAg,qm-BlHAPS_8,So pretty  emoji_smiling_face_with_heart-eyes 
86,Ugwvb3TdTBl250Wj5yl4AaABAg,qm-BlHAPS_8, emoji_two_hearts  emoji_two_hearts  emoji_two_hearts  emoji_two_hearts 
