,id,Recipient (video or comment),comment
47,Ugiwy6GKLSjWVHgCoAEC,H7Fw1zug85I,Best thing ever
48,UgxvYcJfCsZSWzbTEZ94AaABAg,FdXPUBczvnU,The founders of the fucking Roman Republic
49,UgxvYcJfCsZSWzbTEZ94AaABAg.9QPjVz6Guwf9hxHoXhcrG5,UgxvYcJfCsZSWzbTEZ94AaABAg,Netnaija
50,UgxvYcJfCsZSWzbTEZ94AaABAg.9QPjVz6Guwf9bvZgYgUxC4,UgxvYcJfCsZSWzbTEZ94AaABAg,Where to watch this with English subs
51,UgwtA9TPNfCuwTBO5wV4AaABAg,xrN6KtqaCTk, emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_clapping_hands  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_astonished_face  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_smiling_face_with_heart-eyes  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_hundred_points  emoji_fire  emoji_fire  emoji_fire  emoji_fire  emoji_fire  emoji_fire 
52,UgwHKNur8csu3_al-OF4AaABAg,xrN6KtqaCTk,Virna Lisi - what a true beauty.
53,UgzVM_OGPCyaRTVPPn54AaABAg,xrN6KtqaCTk,Steve Reeves Is So MUSCULAR ManlSEXUAL  emoji_fire  SEXUALMANLYNESS ALL OVER HIS HOT BODY  emoji_OK_hand   emoji_clapping_hands   emoji_thumbs_up  SEXY!&Very Handsome!Too!
54,UgzAfo5R-dBO0eiZxj14AaABAg,xrN6KtqaCTk,Thanks For Sharing These Videos  emoji_video_camera   emoji_raising_hands   emoji_red_heart   emoji_folded_hands !
55,UgzE82M54HnNchr2ITZ4AaABAg,xrN6KtqaCTk,He look it  better with the beard
56,UgwhyRMzomtW769Yya94AaABAg,xrN6KtqaCTk,"Steven L. Reeves and Virna Lisi, living Greek gods."
57,Ugy0A6eLsvMLrJZWmjN4AaABAg,xrN6KtqaCTk,Very beautiful. Thank you Marek.
58,Ugy0A6eLsvMLrJZWmjN4AaABAg.8kP4oujgk8R8kPhyuEvRLn,Ugy0A6eLsvMLrJZWmjN4AaABAg,Glad you like it. Thanks for comment. Marek
59,UgilfgBFCIH4ZXgCoAEC,xrN6KtqaCTk,i have thia movie on VHS great movie
60,Ugww-fOPo9KnTXWVmsZ4AaABAg,xrN6KtqaCTk,Nice job  on this video. The music goes well with the video. Even though Steve was lighter in this movie he still looked great.
61,Ugxy-E5IIsUk_g33DHx4AaABAg,_rcbK5FOBM0,"The Cutler is unknown but it's so good, real hidden gem"
62,UgwCaBbO2zGYWU6MjvF4AaABAg,_rcbK5FOBM0,so glad I listened to more of this band after spamming Stiletto for years :)
63,UghO_EGyPTCeangCoAEC,_rcbK5FOBM0,The Cutler Did It !!!!!!
64,UgyJQOYj20zg3ZvXZ_J4AaABAg,_rcbK5FOBM0,This track is so good!
65,Ugzhk227OZiNUdlX8UB4AaABAg,8Qk0F2y_BhU,This explained it way better than a 12 year old video I was supposed to watch. Thanks
66,Ugzhk227OZiNUdlX8UB4AaABAg.9SCcKRFhf8E9TMaB1BgWyi,Ugzhk227OZiNUdlX8UB4AaABAg,"of course, this is a company for teachers"
67,UgyiWpwv7CJayAGnRwx4AaABAg,8Qk0F2y_BhU,great story i watched another video like this
68,UgyiWpwv7CJayAGnRwx4AaABAg.9NE9yxzdAkR9Woa0ToSatl,UgyiWpwv7CJayAGnRwx4AaABAg,Hope you enjoyed it!
69,Ugx4hEX2-5EBRe91ElB4AaABAg,8Qk0F2y_BhU,The myth or lore of Aeneas from the city of Troy is what I was really searching for.
70,Ugx4hEX2-5EBRe91ElB4AaABAg.9N9Hu8m2ykB9OTo-2zm_sb,Ugx4hEX2-5EBRe91ElB4AaABAg,"I would read Livy book 1 or the Aeneid, if you are in search of that."
71,UgxggYalvzqjbFXddHN4AaABAg,8Qk0F2y_BhU,We have to do this for school and homework  emoji_hand_with_fingers_splayed  emoji_tired_face 
72,UgxOoeiPJxUPnSxPdUp4AaABAg,8Qk0F2y_BhU,Yay I got this video  emoji_smiling_face_with_smiling_eyes 
73,Ugyudg70awrxvr6iSJ94AaABAg,8Qk0F2y_BhU,Wow what story
74,UgyvYeem3ASg_4jncE54AaABAg,8Qk0F2y_BhU,I have to do this for YR8 work
75,Ugx78IU9OOh_UTgcOVN4AaABAg,8Qk0F2y_BhU,POV : Your teacher sent you here.
76,Ugzwh9h05-kSJ9FosX54AaABAg,8Qk0F2y_BhU,Cool
77,UgwyXtuzCv7D3hjEMXh4AaABAg,8Qk0F2y_BhU,Nice video!
78,UgwyXtuzCv7D3hjEMXh4AaABAg.9IUpJYLDCxX9WoaOz5RwYQ,UgwyXtuzCv7D3hjEMXh4AaABAg,Glad you enjoyed it!!
79,UgxOuXdLexrBUjKWHeB4AaABAg,8Qk0F2y_BhU,"Hello. Do you have this video available without the teacher information at the end? I would like to send it home for children to watch as part of their home learning, but only want the first part up to 1:29. Thank you."
80,UgxedBthYCS720zobx14AaABAg,8idmFyMlWrE,Show me more!
81,Ugzg6KUvzMqqsXIsyGR4AaABAg,APCijg0i00w,On a text post related to furries I saw you tell us to get away from your dog. Your dog is fine. Furries don’t do stuff like that. Do research before you comment next time.
82,Ugzg6KUvzMqqsXIsyGR4AaABAg.8ozXV1Z-vZG8p-W6iMyY2P,Ugzg6KUvzMqqsXIsyGR4AaABAg,"If you don't like my comment showing that ""12% of furries state they enjoy zoophilia"", you told me to do my research. So therefore you can't complain that i'm right about this. But to be far it's only 12% so it's pretty uncommon, but it's proof that it exists in the furry fandom. Maybe you should do your research next time."
83,Ugzg6KUvzMqqsXIsyGR4AaABAg.8ozXV1Z-vZG8p-TfN957aS,Ugzg6KUvzMqqsXIsyGR4AaABAg,"One more thing, if you don't believe me just look at the other links in the first link for the statistics that have been compiled into this one."
84,Ugzg6KUvzMqqsXIsyGR4AaABAg.8ozXV1Z-vZG8p-Sm2-wolC,Ugzg6KUvzMqqsXIsyGR4AaABAg,"One thing to quote just so you know""12% of furries state they enjoy zoophilia.""Here's the link alsohttps://www.thefurryforum.com/forums/index.php?topic=19463.0Also here's a definition of what a zoophile is (aka people who have zoophilia)https://www.medicinenet.com/script/main/art.asp?articlekey=11824"
85,Ugzg6KUvzMqqsXIsyGR4AaABAg.8ozXV1Z-vZG8ozXz387zps,Ugzg6KUvzMqqsXIsyGR4AaABAg,Missing the point of the joke much?... Now BEGONE FURRY
86,Ugzb162iVU7vA-gqxzh4AaABAg,APCijg0i00w,Frenchie
87,Ugiy6HBjR4TFZHgCoAEC,Lrn1mNVKGGc,Maar ja
88,UghYRyIbOrXnv3gCoAEC,Lrn1mNVKGGc,Dit is niet helemaal de perfecte versie
89,UgzNkrLvd4lLDnb-9ah4AaABAg,e4GkV2192SI,Thank you for the great Egyptian tale! Much appreciated good sir!
90,Ugw1yXcrbKJTqSUj-Z54AaABAg,e4GkV2192SI,Im not a thing im hungry
91,Ugwg1-QiJFsHc4g84xt4AaABAg,e4GkV2192SI,Roreus lol
92,UgwP_8vbkjQ6h2YRHp54AaABAg,e4GkV2192SI,Great vid. Also sounds like Cain and Abel from the Bible
93,UgzYw__nbEb8eFjZqu94AaABAg,e4GkV2192SI,Well done!
94,UgxvLcljTfYPEiHaZ5R4AaABAg,e4GkV2192SI,Why was this the longest 3 minute video I've ever watched
95,UgyieLq2moXYGQIWxJR4AaABAg,e4GkV2192SI,now i understand assassins creed more
96,UgyieLq2moXYGQIWxJR4AaABAg.9D9wKgBlbuJ9Dj1ZT7OSk3,UgyieLq2moXYGQIWxJR4AaABAg,nice
97,UgyVOCsD5zvtP3Os9_t4AaABAg,e4GkV2192SI,Who else is watching this because of school!
98,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99HQX0HhCOCx,UgyVOCsD5zvtP3Os9_t4AaABAg,me
99,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99DbS0xWW4MN,UgyVOCsD5zvtP3Os9_t4AaABAg,Yep
100,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99DZkSg4CziY,UgyVOCsD5zvtP3Os9_t4AaABAg,Eloise McNicol I wouldn’t be watching it if I didn’t have to
101,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99DA06UFzKHh,UgyVOCsD5zvtP3Os9_t4AaABAg,@Claudia Gage HI CLAUDIAAA
102,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99DA-ohE5t4u,UgyVOCsD5zvtP3Os9_t4AaABAg,chocolate_bellz BELLA HI
103,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99DA-dVX_aoq,UgyVOCsD5zvtP3Os9_t4AaABAg,bcibfiunsx yes
104,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99D9wFA1t7Ra,UgyVOCsD5zvtP3Os9_t4AaABAg,me
105,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99D8np8Uh7H0,UgyVOCsD5zvtP3Os9_t4AaABAg,MadLad Diffa Hey lol
106,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99D7snE-ujQW,UgyVOCsD5zvtP3Os9_t4AaABAg,Me
107,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99D2M6ZxVhZ2,UgyVOCsD5zvtP3Os9_t4AaABAg,who isn't emoji_face_with_tears_of_joy 
108,UgyVOCsD5zvtP3Os9_t4AaABAg.9D019-RiVk99D04sgL13GF,UgyVOCsD5zvtP3Os9_t4AaABAg,Eloise McNicol Yes
109,Ugz6_pkVVFa2C4g_qF54AaABAg,e4GkV2192SI,who else here from your teacher
110,Ugz6_pkVVFa2C4g_qF54AaABAg.9C9Sw3ZLHNN9C9xICLriTN,Ugz6_pkVVFa2C4g_qF54AaABAg,LLLLl
111,Ugz6_pkVVFa2C4g_qF54AaABAg.9C9Sw3ZLHNN9C9wj3P8f33,Ugz6_pkVVFa2C4g_qF54AaABAg,Imagine being in school  emoji_clown_face 
112,Ugz6_pkVVFa2C4g_qF54AaABAg.9C9Sw3ZLHNN9C9wfvAANZi,Ugz6_pkVVFa2C4g_qF54AaABAg,L
113,Ugz6_pkVVFa2C4g_qF54AaABAg.9C9Sw3ZLHNN9C9wfOwHcO8,Ugz6_pkVVFa2C4g_qF54AaABAg,Lol no lol no
114,Ugz6_pkVVFa2C4g_qF54AaABAg.9C9Sw3ZLHNN9C9gQf2VzP2,Ugz6_pkVVFa2C4g_qF54AaABAg,declan dunn me
115,UgzbPLLOM5gOU_x4eH14AaABAg,e4GkV2192SI,I SLAMMED THE LIKE BUTTON
116,UgxfSgTLCX3yW7X0VcR4AaABAg,e4GkV2192SI,thanks
117,UgzDGfXMTXdFd-aFdJB4AaABAg,e4GkV2192SI,ngl this kinda really helpful
118,Ugz_go_q9JpVYFNTCbh4AaABAg,kh9Ct8h1ki0,ein Abo und like verdient. Ein hilfreiche Video
119,Ugzcj1Q4uJUGiJd5E154AaABAg,kh9Ct8h1ki0,Ich sehe das auch so... im buch war die erklärung nicht so gut zuverstehen. Es hat mir seeehr geholfen
120,Ugye2rQUWZ-_sZcf6254AaABAg,kh9Ct8h1ki0,Ich muss das von Geschichte angucken
121,UgwU9t56LM0seguJyCB4AaABAg,kh9Ct8h1ki0,Sehr geil  emoji_red_heart  emoji_red_heart  emoji_red_heart  emoji_red_heart  emoji_red_heart  emoji_red_heart 
122,UgyMl-HzJFy79mx9lEh4AaABAg,kh9Ct8h1ki0,Danke für das tolle Video. Jetzt kann meine Lateinarbeit kommen  emoji_face_with_tears_of_joy  emoji_thumbs_up 
123,UgyMl-HzJFy79mx9lEh4AaABAg.9E6In_lZHZD9IcVCxQODxe,UgyMl-HzJFy79mx9lEh4AaABAg,samee
124,UgzqYxa_mLck7w1wL2t4AaABAg,kh9Ct8h1ki0,no entendí xd
125,UgylUoMZwAzYkDge4R54AaABAg,kh9Ct8h1ki0,Hi 7C3
126,UgyU1hiXFzwCgkOJLzB4AaABAg,kh9Ct8h1ki0,Hat mir richtig geholfen  emoji_thumbs_up  emoji_thumbs_up  emoji_thumbs_up 
127,UgxVuSYB5NwgPBovqCh4AaABAg,kh9Ct8h1ki0,Danke fuhr die gute Erklärung
128,UgyzPRvs46xG03sFtYx4AaABAg,kh9Ct8h1ki0,Gutes Video! Sehr hilfreich!
129,UgyUHKNPs3RKl_tRgop4AaABAg,kh9Ct8h1ki0,ich fand die geschichte sehr süß gedreht mit den vielen figuren usw.... und sie wird mir sehr helfen bei meiner schularbeit morgen! war sehr lehreich und kurz
130,UgxntdjoaPGaPnOyARJ4AaABAg,kh9Ct8h1ki0,Was war die Funktion des Mythoses? Also warum wurde so ein Mythos verbreitet?
131,UgxntdjoaPGaPnOyARJ4AaABAg.8fkWZDYM9qT8plAGsVhh8H,UgxntdjoaPGaPnOyARJ4AaABAg,"Es geht bei der ganzen Sage um das Ansehen der Stadt Rom. Es wird Tapferkeit, Mut und Stärke gezeigt. Mars ist ein Gott und Wölfe waren in Rom damals heilig."
132,UgzL6_2oWfrzNlRJw914AaABAg,kh9Ct8h1ki0,Was meint ihr mit Anhänger
133,UgzL6_2oWfrzNlRJw914AaABAg.8dhEgLOep-Z8dzy69FeeO5,UgzL6_2oWfrzNlRJw914AaABAg,"Damit ist die Gefolgschaft von ihm gemeint, also quasi sowas wie seine ""Fans"" aber es können zum Beispiel auch Freunde von ihm in seiner Gefolgschaft sein. Prinzipiell war er einfach Beliebter als sein Bruder. :)"
134,Ugh1YfDu0w7PeXgCoAEC,kh9Ct8h1ki0,süß xD :*
135,UggWJUJn3YG5cHgCoAEC,kh9Ct8h1ki0,Nice ;D
136,UgzJLErSMDpcaQX8jht4AaABAg,Kf11XPxWTo8,How tf is this my most viewed vid???
137,UgzYGVpV1E8XtFksEJ94AaABAg,7TTuePHsN-c,I found the Blu Ray at Dollar Tree! Insane.
138,UgzYGVpV1E8XtFksEJ94AaABAg.9MyJlV8sZDc9RMJKTUCRR9,UgzYGVpV1E8XtFksEJ94AaABAg,@JLR it’s a terrible movie heheheh weirdo
139,UgzYGVpV1E8XtFksEJ94AaABAg.9MyJlV8sZDc9NQ-xLK1OXP,UgzYGVpV1E8XtFksEJ94AaABAg,"What? Crazy, this looks good, so far beyond a Dollar Tree. Still going to see it soon"
140,Ugzg2140pT5gSfcGb-x4AaABAg,7TTuePHsN-c,One of the best films that no one's ever heard of.
141,Ugzg2140pT5gSfcGb-x4AaABAg.9KWyyxLvHaS9NyL-r5QDCn,Ugzg2140pT5gSfcGb-x4AaABAg,this is probably the best description for this movie
142,UgwxYYNfFypT4WkYT6x4AaABAg,7TTuePHsN-c,"To all the idiots saying ""there were kings before that date"" well let me tell you something: there is no Spiderman in New York"
143,UgxUwuYShs50rtwnyGN4AaABAg,7TTuePHsN-c,This is the best film I’ve seen in years.
144,UgxUwuYShs50rtwnyGN4AaABAg.9FLUcc4iJEr9RMJAl7n-w1,UgxUwuYShs50rtwnyGN4AaABAg,Why do people lie to themselves heheh I never understood that about humans lol this movie sucks
145,UgxUwuYShs50rtwnyGN4AaABAg.9FLUcc4iJEr9GS5xdw0ckq,UgxUwuYShs50rtwnyGN4AaABAg, emoji_smiling_face_with_heart-eyes 
146,UgypTO95QxPh4qcPv0d4AaABAg,7TTuePHsN-c,what is this shit?
147,UgwC9UqLpKVK_ntRvDV4AaABAg,7TTuePHsN-c,fairytail
148,UgwC9UqLpKVK_ntRvDV4AaABAg.9D-dajqHzus9JIlIQPp-Sr,UgwC9UqLpKVK_ntRvDV4AaABAg,@Alisson Becker yes!
149,UgwC9UqLpKVK_ntRvDV4AaABAg.9D-dajqHzus9FU6HewLS58,UgwC9UqLpKVK_ntRvDV4AaABAg,NOT!
150,UgwUlQja2ADDQCTyVjR4AaABAg,7TTuePHsN-c,thefatrat
151,UgyWZjwTouzkqZWHo5p4AaABAg,7TTuePHsN-c,this movie is really good. the best movie about rome so far i think
152,UgzroeI_YKFqsU6rsmV4AaABAg,7TTuePHsN-c,When you killed your real older brother who carried you  saved you  fed and fought and chose your life over anything in this world  you probably the most coward person in this world
153,UgwBpSCaikFKd8nYtF14AaABAg,7TTuePHsN-c,Need English.  I want to watch the movie.  Not read it.
154,UgwBpSCaikFKd8nYtF14AaABAg.99JegSnuZBD9OAm__Vxk6L,UgwBpSCaikFKd8nYtF14AaABAg,"Hey Mr. english speaking...you're kind of spoiled, aren't you ?"
155,UgwBpSCaikFKd8nYtF14AaABAg.99JegSnuZBD9FYlWTnP0wd,UgwBpSCaikFKd8nYtF14AaABAg,"The film is entirely in proto-Latin, so you won’t get voice acting no matter what"
156,UgwBpSCaikFKd8nYtF14AaABAg.99JegSnuZBD9E6P6lP5xZH,UgwBpSCaikFKd8nYtF14AaABAg,I guess you refused to watch The Passion by Mel Gibson. Genius!
157,UgwXr8BzcDlrMazHW4N4AaABAg,7TTuePHsN-c,This was... MUCH MORE violent than expected
158,UgwXr8BzcDlrMazHW4N4AaABAg.98V4sQwkGzD9OAhzE_Qd3_,UgwXr8BzcDlrMazHW4N4AaABAg,"It reminds me of ""Apocalypto""."
159,UgwXr8BzcDlrMazHW4N4AaABAg.98V4sQwkGzD9AZDCBCh1Ze,UgwXr8BzcDlrMazHW4N4AaABAg,The truth of CAUCASIAN history
160,Ugyh1iToI5nUZaWxE3Z4AaABAg,7TTuePHsN-c,This was a fantastic flick. Throughly enjoyed it from beginning to end.
161,UgxmiLZGQGJSgXMq5854AaABAg,7TTuePHsN-c,here we go!!!
162,UgwlZkNVGVYG4irX5FZ4AaABAg,7TTuePHsN-c,"Freaky idiot people all around the world...few decent comment here below. As an italian i'm just laughing out loud. ""It's not the first king"", ""Nimrud or Gilgamesh"", ""catching title"", ""run out stories to tell Roman Empire""  emoji_face_with_crossed-out_eyes ...ahahahahahahah  emoji_face_with_tears_of_joy "
163,UgwlZkNVGVYG4irX5FZ4AaABAg.93-Y_xdX5Z49OAmjby-JmC,UgwlZkNVGVYG4irX5FZ4AaABAg,"@The wanderers Nevertheless, we should thank them for watchin' !"
164,UgwlZkNVGVYG4irX5FZ4AaABAg.93-Y_xdX5Z495xNTPcKvGD,UgwlZkNVGVYG4irX5FZ4AaABAg,"You can see that they're mostly Americans and Brits.They are beyond insufferable native English speakers. I have long ran out of patience for their ignorance and painful immaturity. The movie is way too good for all of them put together, way beyond what they can grasp. DC and Marvel are all they can handle."
165,UgxM0AN4Z-Gui_F1Fcp4AaABAg,7TTuePHsN-c,looks good
166,Ugz3mqLhUFMFefB2Ki54AaABAg,7TTuePHsN-c,"It's a very good movie, but I don't understand why they have decided to completely hide the myth of the history of Romulus and Remus. They were sons of Mars (God of War) and of a overthrown princess killed by her uncle (the new king) after the birth of her two sons. They were left to die in a basket near the river and saved by a wolf that nursed them and then by a shepherd. In adult age they will come back to kill their uncle and found their city, Rome."
167,Ugz3mqLhUFMFefB2Ki54AaABAg.91zyqNmagx39G3YkLFlvj5,Ugz3mqLhUFMFefB2Ki54AaABAg,Because the director Rovere tried to make realistic and mantein that sense of ambiguity about religion and free will.
168,Ugz3mqLhUFMFefB2Ki54AaABAg.91zyqNmagx39EwAG5mM7z3,Ugz3mqLhUFMFefB2Ki54AaABAg,@SOLO yeah author rights and such ;(
169,Ugz3mqLhUFMFefB2Ki54AaABAg.91zyqNmagx392UMYCOxfRm,Ugz3mqLhUFMFefB2Ki54AaABAg,@Ekphrasys belongs to Hollywood?
170,Ugz3mqLhUFMFefB2Ki54AaABAg.91zyqNmagx392R05-qqJc3,Ugz3mqLhUFMFefB2Ki54AaABAg,dangi79 because this is an historical movie. Possibly the most accurate movie about the ancient classical world . The rest is myth.. and this myth belongs to Hollywood !
171,UgxDT4utoth-gJCyG0V4AaABAg,7TTuePHsN-c,"Sincerely I don't understand all the comments about the ""misleading"" title"
172,UgzFnTyza0ojwVjEjSt4AaABAg,7TTuePHsN-c,Man people and their comments are dumb.I want a sequel which tells of the challenges and progression of the place from village to town to city
173,UgzFnTyza0ojwVjEjSt4AaABAg.912LFqL8DL89OAizml4kVD,UgzFnTyza0ojwVjEjSt4AaABAg,"@Giulio Grifi of course not.  I know the brutality of ancient history.  I'm just saying The First King II The rape of Sabine isn't something that would make a good movie.  (Although, I bet Mel Gibson would love to direct it.)"
174,UgzFnTyza0ojwVjEjSt4AaABAg.912LFqL8DL89OAhifeB5QV,UgzFnTyza0ojwVjEjSt4AaABAg,@Cenn Jonson That's the way it was...back then !...do you think they used to ask for the hand of a woman ?!?
175,UgzFnTyza0ojwVjEjSt4AaABAg.912LFqL8DL89KWzDkA67Kx,UgzFnTyza0ojwVjEjSt4AaABAg,I don't think stealing all the women from a neighboring city would make for a good movie.
176,UgzFnTyza0ojwVjEjSt4AaABAg.912LFqL8DL89GcFjj7x1Vi,UgzFnTyza0ojwVjEjSt4AaABAg,"There is indeed, It's called Romulus, a sky series."
177,UgxXSZsODxyajshXXSt4AaABAg,7TTuePHsN-c,Still amazed at how well done this movie is. Take a lesson Hollywood
