,id,Recipient (video or comment),comment
60,UgzWUoCrMGwdHGbdmCN4AaABAg,m5V-IK1cEtE,Grade seven humanities teacher told our class wed have to sing this in front of the other humanities class. Never happened :^(
61,UgwZdtAkoUNzM6yAkvB4AaABAg,m5V-IK1cEtE,My teacher taught us with this  emoji_flexed_biceps 
62,Ugxlixq_o9lAoiU59Ex4AaABAg,m5V-IK1cEtE,my sixth grade teacher gave us so much songs and i miss them now
63,UgzTLKy89x0xbWKKkux4AaABAg,m5V-IK1cEtE,my social studies class watches this a lot Lol
64,Ugw6spiio6pV3HPtMnp4AaABAg,m5V-IK1cEtE,This is my social studies class
65,Ugw6spiio6pV3HPtMnp4AaABAg.9bhgmmKEthz9bhgprYWdjG,Ugw6spiio6pV3HPtMnp4AaABAg,We listen to all Mr Nicky songs
66,Ugx7whOQW8yPzoq7kfB4AaABAg,m5V-IK1cEtE,Mesopotamia's song is the best in my opinion.
67,UgwHQICzm4WaMCyKE_94AaABAg,m5V-IK1cEtE, emoji_saluting_face 
68,UgxIn04Xxp5vvS62b894AaABAg,m5V-IK1cEtE,Fire
69,Ugy6pDtoAfxf_FanJxp4AaABAg,m5V-IK1cEtE,Mr nicky can you please make a rap about Nicaragua history
70,Ugw-jMy_gZJc1d3oMtZ4AaABAg,m5V-IK1cEtE,I’m the one who commands ruling all provinces in my empire first it was the real Roman Empire now it’s bestesda making copy offs
71,Ugwokh-Bry5HzQtTaQB4AaABAg,m5V-IK1cEtE,When you give a history teacher an aux cord
72,Ugw2TMSw-0RBWs1nmDl4AaABAg,m5V-IK1cEtE,how i learned all they history: and hannibal had elephants! :)
73,Ugw-Of5qu79MxZUdu9Z4AaABAg,m5V-IK1cEtE,My class watched this in S.S.
74,UgxJiSeqi_U5-73cGSF4AaABAg,m5V-IK1cEtE,Ngl but when my teacher played this I came here after  emoji_woozy_face 
75,UgxHV-09bGHsG6WhXxl4AaABAg,m5V-IK1cEtE,6th grade happiness
76,UgwEvAoe3qW4TNSIWTh4AaABAg,m5V-IK1cEtE,top ten people eminem are afraid to diss
77,UgwsjCYSx6aSWtvPtYN4AaABAg,m5V-IK1cEtE,Are the lyrics listed somewhere?
78,UgzR9t-b85PARnCe_W54AaABAg,m5V-IK1cEtE,Better then NBA youngboy
79,UgwNdkfeJ0Si9duWNJB4AaABAg,m5V-IK1cEtE,My fav mr. Nicky song
80,UgxdLUbQqy6GvK7CElB4AaABAg,m5V-IK1cEtE,my freind watched this 200+ times
81,UgzUPBhXlPkLK1XAfUF4AaABAg,m5V-IK1cEtE,I was born in August 20
82,Ugwdlm7boAkAa7z6H_94AaABAg,m5V-IK1cEtE,I unironically blast this during my social studies class (I’m in 6th grade)
83,Ugy7Pvwx-vgvKE6ACMl4AaABAg,m5V-IK1cEtE,0:00 original lyricsWhat what what what what
84,UgzfBrzj5TgB1WL_OZx4AaABAg,m5V-IK1cEtE,0:41 J-Hope or JUNGKOOK part in BTS Thrift Shop cover. Come on BTS make it happen
85,Ugy47sKqxuan1OqoTNN4AaABAg,m5V-IK1cEtE,My teacher plays your songs everyday depending on what we’re learning about
86,UgycOXX5__PerG_OCq54AaABAg,m5V-IK1cEtE,i heard this and it took me back to a much better time in the sixth grade
87,Ugw39-Hr9Lau8d6jQrt4AaABAg,m5V-IK1cEtE,I love hearing mr nickys songs and thanks too him i have  an a in my class !
88,UgyT3KMG-iPMXBn7y4J4AaABAg,m5V-IK1cEtE,Literally like if you had this song used in 6th grade social Studies
89,UgzsyfF5iF_hBTp7kyV4AaABAg,m5V-IK1cEtE,Yo these are a bop for Middle schoolers
90,Ugyh2wu1xbpjHJWh-zd4AaABAg,m5V-IK1cEtE,My social studies teacher has played this everyday for the whole time we’ve been learning about Ancient RomeI’m not ready for it to end
91,Ugyh2wu1xbpjHJWh-zd4AaABAg.9_G4ljTfZQJ9ktKnQjhf_d,Ugyh2wu1xbpjHJWh-zd4AaABAg,I was so sad when we finished Mesopotamia and had to go onto Egypt
92,Ugyh2wu1xbpjHJWh-zd4AaABAg.9_G4ljTfZQJ9jsssBcmHxw,Ugyh2wu1xbpjHJWh-zd4AaABAg,Mine to
93,Ugyh2wu1xbpjHJWh-zd4AaABAg.9_G4ljTfZQJ9iYHhdB1Y7v,Ugyh2wu1xbpjHJWh-zd4AaABAg,She did
94,Ugyh2wu1xbpjHJWh-zd4AaABAg.9_G4ljTfZQJ9g0aVZrnw-V,Ugyh2wu1xbpjHJWh-zd4AaABAg,same
95,Ugyh2wu1xbpjHJWh-zd4AaABAg.9_G4ljTfZQJ9fD2tBxDb5R,Ugyh2wu1xbpjHJWh-zd4AaABAg,Me tooo
96,UgxwLaxrhf_ISACSVyt4AaABAg,m5V-IK1cEtE,Mr Nicky you should do a world war 2 song
97,UgxCKtzRiw9RAVbt0b94AaABAg,m5V-IK1cEtE,Where in ancient Greece almost to ancient Rome
98,Ugwg4ymeIGRYmGeywSt4AaABAg,m5V-IK1cEtE,cring
99,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9cHGOqfWzPS,Ugwg4ymeIGRYmGeywSt4AaABAg,This is a certified hood classic
100,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9brmkVqr0bw,Ugwg4ymeIGRYmGeywSt4AaABAg,Who
101,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9bOdm4yOH31,Ugwg4ymeIGRYmGeywSt4AaABAg,@Morworld you can have your own opinions and whatever but it’s not ok to insult peoples work where they can see it
102,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9bOIm9bnaUC,Ugwg4ymeIGRYmGeywSt4AaABAg,​@Color it Country no
103,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9bOHS6PTpFj,Ugwg4ymeIGRYmGeywSt4AaABAg,"Also if you’re gonna insult this masterpiece, at least spell it right"
104,Ugwg4ymeIGRYmGeywSt4AaABAg.9_5RClIJivc9bOHPFewzoy,Ugwg4ymeIGRYmGeywSt4AaABAg,Your cringe
105,Ugx-_ekburU4ag-4qQZ4AaABAg,m5V-IK1cEtE,If this isn't played at my funeral I'm gonna come back to life and slap the person who chose the music
106,Ugwg3X_18w3miCgvb5J4AaABAg,m5V-IK1cEtE,Im in six grade now lol and we lessen to you everyday
107,UgxOHOPi-rDvzMvoAZJ4AaABAg,m5V-IK1cEtE,My social studies teacher Mr. Sproul put this on the day of the Rome test lmao
108,UgwhPR_5LfeWneLCeAl4AaABAg,m5V-IK1cEtE,"My social studies (7th grade) played this for us and we love  it and he does tooThank you  emoji_sun_with_face  for playing this for usAnd a big thank you to you, Mr. Nicky, for bringing this beautiful masterpiece to life"
109,UgwhPR_5LfeWneLCeAl4AaABAg.9Zm8t0SjhuS9j-JT4D1kbm,UgwhPR_5LfeWneLCeAl4AaABAg,You do Rome in 7th grade!?
110,UgzA8we6tn-YG4JkkAZ4AaABAg,m5V-IK1cEtE,I am in 6th grade and this is my favorite
111,Ugy9tGoY0RRi3b4iDKV4AaABAg,m5V-IK1cEtE,So many memories
112,UgyLH5AYMyUhxh8M2q14AaABAg,m5V-IK1cEtE,0:01 I noticed that my teacher skipped ahead of this part
113,UgyLH5AYMyUhxh8M2q14AaABAg.9Ze0SLYiNyB9a5sRg3I43C,UgyLH5AYMyUhxh8M2q14AaABAg,I’m pretty she she did actually…
114,UgyLH5AYMyUhxh8M2q14AaABAg.9Ze0SLYiNyB9a5sJsbP2Jk,UgyLH5AYMyUhxh8M2q14AaABAg,Yeah.. now I’m questioning I’m mine did too..
115,Ugwke12Y0-SpUN9FYrB4AaABAg,m5V-IK1cEtE,Mr. Ryder world civilization
116,Ugx9wATiItT0UBAwFnR4AaABAg,m5V-IK1cEtE,Haha I'm in 6th grade
117,UgxYxeKXh2ROI96DXn94AaABAg,m5V-IK1cEtE,Rome is the best thing to learn
118,UgzeAuBLcZouZXSKto14AaABAg,m5V-IK1cEtE,My teacher showed this to my class  emoji_face_with_tears_of_joy 
119,UgwlJkPpc4wTAI19WMB4AaABAg,m5V-IK1cEtE,"This is so cool, I love it! All in this song, a lot of work went into this! History teachers should play this in the classroom!  emoji_thumbs_up  emoji_face_with_hand_over_mouth  emoji_rolling_on_the_floor_laughing  emoji_musical_note  emoji_musical_notes  emoji_musical_note  emoji_purple_heart   emoji_face_blowing_a_kiss "
120,UgyajzWG3A6CAfn6lb14AaABAg,m5V-IK1cEtE,THIS SONG IS SO FIRE
121,UgxJNkX-lOgmv0Fn36R4AaABAg,m5V-IK1cEtE,yea
122,UgwO_pxAfaiCZ4DNz_V4AaABAg,m5V-IK1cEtE,You know what? I love Augustus because his name is on the calendar.
123,Ugw7wpLWwxjURUbIwLl4AaABAg,m5V-IK1cEtE,My middle school years were shaped by these songs emoji_face_with_tears_of_joy 
124,UgzecH3buKTZzCL5Erp4AaABAg,m5V-IK1cEtE,This is so funny  emoji_face_with_tears_of_joy  but I miss these songs  emoji_pensive_face 
125,UgyZxCpyK_uEloF3GHl4AaABAg,m5V-IK1cEtE,8th grade memories fr.fr.
126,UgyXup14dxgXAscapQZ4AaABAg,m5V-IK1cEtE,"My teacher put this on every day for social studies and i love it, it's the only song iv'e ever gotten stuck in my head. w"
127,UgxvrqqPXxk9HNL7URh4AaABAg,m5V-IK1cEtE,I’m in 6th this song helps a-lot thanks
128,UgyAcUt-BOwp-qzlFGN4AaABAg,m5V-IK1cEtE,what was the original song?
129,UgyAcUt-BOwp-qzlFGN4AaABAg.9Ybf-HIIiJQ9Yz7IZ12plQ,UgyAcUt-BOwp-qzlFGN4AaABAg,Thrift shop
130,UgxQpfzg8eIBLVkIRip4AaABAg,m5V-IK1cEtE,Hello we watch your vids in my 6th grade social studies class
131,UgwEc_jASJEUJ49L7WZ4AaABAg,m5V-IK1cEtE,Lol I found this
132,UgzjsH6WjkA-i-vHxHZ4AaABAg,m5V-IK1cEtE,What name song?
133,Ugw8J5tDw8dWStyHbyF4AaABAg,m5V-IK1cEtE,Bro I still remember this to this day
134,UgxEXzmw6LwPc2_qkCZ4AaABAg,m5V-IK1cEtE,6th grade memories 5 yrs ago
135,UgzmSzVAIOPMRm6O8-94AaABAg,m5V-IK1cEtE,WE SAW THIS TODAY IN MR DUGANS CLASS IN ELMS IT WAS SO FUNNY
136,UgwuyD8D4bIINLnJ53l4AaABAg,m5V-IK1cEtE,Dido was certanly roasted
137,UgzZZvXkCnGgw4-W6bF4AaABAg,m5V-IK1cEtE,we are still in china but we doing rome next so why not listen early and YES I LOVE IT
138,UgzfQYLtnrsFPnEfJOt4AaABAg,m5V-IK1cEtE,my brain when im trying to sleep: r-r-r romulus r-r-r remus
139,UgwHM-Zsc0555nE1phN4AaABAg,m5V-IK1cEtE,WATCHINF THESE IN ADVANCE FOR WHEN WE LEARN THIS
140,Ugze7lVUwdnAZAWpKKN4AaABAg,m5V-IK1cEtE,Today is the 8th anniversary of this video
141,Ugw2B2A-id8fTFhejgd4AaABAg,m5V-IK1cEtE,This youtube channel is  emoji_fire  emoji_fire 
142,Ugznxpj0wvLuYjsT2np4AaABAg,m5V-IK1cEtE,Having to point for Norte dame C.$
143,UgyEP13y4uGIKktkW-F4AaABAg,m5V-IK1cEtE,Heard this in class and thought it was kinda fun and cringy but tonight when I was falling asleep it kept popping into my head
144,UgwjovV43A_MyAV55s14AaABAg,m5V-IK1cEtE,this is for 6th grader memories it a very good song to be fair.
145,UgwwQjPHE3CdGRwgcY54AaABAg,m5V-IK1cEtE,0:49
146,UgwovaPa_SK8US_80d94AaABAg,m5V-IK1cEtE,Very cool thanks
147,UgxU2NLE-xShXh2gKgx4AaABAg,m5V-IK1cEtE,banger
148,Ugw6NfrYLVlsRfYHLCV4AaABAg,m5V-IK1cEtE,Ayo Mr Nicky going hard
149,UgwogaPbHyHYBTVrlLR4AaABAg,m5V-IK1cEtE,No one:Literally no one:My brain randomly in the car: THE TIBER RIVER IS RUNNIN THROUGH ROME!
150,UgzZyAgnXvf0Gt9xr514AaABAg,m5V-IK1cEtE,If y still hear this in 2021 u are a God
151,UgzZyAgnXvf0Gt9xr514AaABAg.9VGdGrk47W59VfMa32nNP9,UgzZyAgnXvf0Gt9xr514AaABAg,Ye
152,UgwZiuKolpfhF2RM0eJ4AaABAg,m5V-IK1cEtE,my brain at 3 am: RULIN ALL PROVINCES IN MY EMPIRE
153,Ugx0KWTVZr-isnSoG354AaABAg,m5V-IK1cEtE,social studies class be like:
154,Ugxts12oyfevVUI0AvR4AaABAg,m5V-IK1cEtE,This is corny but a banger
155,UgzVUcDWJgwp-eHaJbN4AaABAg,m5V-IK1cEtE,01:25 The Roman Baths are actually in my home town in England Named Bath. Beautiful town. Just some geographical history for you.
156,Ugy0MHFoTeZAAcsmFdd4AaABAg,m5V-IK1cEtE,Right now my class is learning about Ancient Rome and I literally just emailed my social studies this lol
157,UgzIuNgFZYYtAa4q1_14AaABAg,m5V-IK1cEtE,A class gets time traveled to the Early Roman EraGirls: ewww there poop on my shoes and what am I whereingBoys:
158,UgxtoGx9-5tvqmDEij54AaABAg,m5V-IK1cEtE,My music class watch these but ancient greece
159,UgzAFEgHIc3xJq1p13N4AaABAg,m5V-IK1cEtE,"Yo channel a meme on instagram, I aint even hear you from middle school or nothin I graduated high school last year. This a straight bop g  emoji_fire  emoji_fire "
160,UgxugcET-d3dpQU5zo14AaABAg,m5V-IK1cEtE,Eminem is scared to face Mr.Nicky emoji_rolling_on_the_floor_laughing 
161,Ugw0sJMAklI-j5Vo0mF4AaABAg,m5V-IK1cEtE,My teacher last year I got to owe it to her. Mrs Kelly showed me this song and now I’m a master in Roman history.
162,UgzMpZcr6Gq8aLlIDwV4AaABAg,m5V-IK1cEtE,Bruh we had to listen to this in school  emoji_face_with_tears_of_joy  emoji_face_with_tears_of_joy 
163,UgwKGMFsK4jbsQRhsXl4AaABAg,m5V-IK1cEtE,as a future teacher i will be using this
164,UgwHauw9BwDnmI7KYQB4AaABAg,m5V-IK1cEtE,Our class: watches thisMe at 0:24: Doesn’t mr Nicky look like a double a minorleague fielding coach?
165,UgzeNaNVeTF6o6r_mkd4AaABAg,m5V-IK1cEtE,I was just thinking about he better do one of thrift shop and it was thrift shop emoji_slightly_smiling_face 
166,Ugxcn48G-ZOqXCKktPB4AaABAg,m5V-IK1cEtE,Last year memories
167,UgzBus-jJaes05BjmR54AaABAg,m5V-IK1cEtE,What is the music called
168,UgwBJQvwqhCxyOLMX6t4AaABAg,m5V-IK1cEtE,IS HE NEXT UP OUT OF ATLANTA emoji_exclamation_question_mark  emoji_face_screaming_in_fear  emoji_face_screaming_in_fear 
169,UgxR-ntjUrS4ANFdDbZ4AaABAg,m5V-IK1cEtE,My friends: this is sooo cringey.  Me: nah fam this just hit different
170,UgwmuCgdX1a50TaCqzF4AaABAg,m5V-IK1cEtE,Bro he’s just copying Rucka Rucka ali
171,UgwmuCgdX1a50TaCqzF4AaABAg.9TUvlo6sYe09UOXGq26Y1a,UgwmuCgdX1a50TaCqzF4AaABAg,This songs 7 years old
172,UgwmuCgdX1a50TaCqzF4AaABAg.9TUvlo6sYe09TUvn7kegh3,UgwmuCgdX1a50TaCqzF4AaABAg,Except with some educational songs
173,UgzYkvB9OQWobxfDcJt4AaABAg,m5V-IK1cEtE,You searched for this
174,UgzYkvB9OQWobxfDcJt4AaABAg.9THs4WVbdDH9TKc9tU_qBi,UgzYkvB9OQWobxfDcJt4AaABAg,I just had the random tone in my head so I did about 10 min of research to find out what this was. Ohh the memories of grade 5
175,UgwBp_RDJ4lQVGc0_fV4AaABAg,m5V-IK1cEtE,who else listened to this in 6th grade?
176,UgzcQVfWNlG5jYZKKt94AaABAg,m5V-IK1cEtE,I watch it every day for fun
177,Ugw2JHK8Zp5Ut95ZLUp4AaABAg,m5V-IK1cEtE,Best part of 6th grade
178,UgxJTDlAkhQnOzV7ufJ4AaABAg,m5V-IK1cEtE,you are amazing. 7th grade rocks with ya
179,Ugxv35H9VHmTYMRCn3R4AaABAg,m5V-IK1cEtE,this was a bop I love it it made social studies even better
180,UgyTsdBlIAtAOxRfQ2h4AaABAg,m5V-IK1cEtE,Mr. Nicky songs are my life!!!!!!
181,Ugx7nbf7aArMPhQcpht4AaABAg,m5V-IK1cEtE,Bruhhhhhhhhh my English teacher is ruining these songs by assigning me these songs  emoji_OK_hand  emoji_face_with_tears_of_joy  emoji_OK_hand 
182,UgxaT71mqO0FBlfeY4t4AaABAg,m5V-IK1cEtE,I love this!!!
183,UgyZZWkv6nzPkGKiscJ4AaABAg,m5V-IK1cEtE,This is my fav form 6th grade history
184,Ugw_0J7a9wf8lR6MVLN4AaABAg,m5V-IK1cEtE,this was the shit fr emoji_double_exclamation_mark 
185,UgzTMNbnbGagbf6gILZ4AaABAg,m5V-IK1cEtE,Im one who commands ruling all provinces in my empire is my favorite line.
186,UgxZX4trckKeY8eOZcR4AaABAg,m5V-IK1cEtE,My history teacher puts this when we talks both the 3 Roman branches and I mean the senate assemblie and one more idk but she plays this and we’re in 7th grade
187,UgwKYI0X6FcHtoFkEKV4AaABAg,m5V-IK1cEtE,I listened to all these in sixth grade and as a freshman I’m listening to them again to learn info
188,UgyQa7nGMi4lCnH89sF4AaABAg,m5V-IK1cEtE,I listened to this in my 7th grade social studies class
189,Ugwj5VC6A21y9Knc7x94AaABAg,m5V-IK1cEtE,"Is it weird that this made me love history in general, as it showed me it can be funLike seriously this mans class must be the best thing ever"
190,Ugy16Ln1hFqTmTW8ILl4AaABAg,m5V-IK1cEtE,Yep 6th grade-
191,Ugz_-TV1AfFQE5fnb1p4AaABAg,m5V-IK1cEtE,2:22
192,UgyBzx0hxf85jzJAznN4AaABAg,m5V-IK1cEtE,1:31 = me when i see one of your vids GIMME THAT VID
193,UgzIFhh10Q1CkINB6A94AaABAg,m5V-IK1cEtE,If youre reading this then go watch the Ancient Mesopotamia one
194,UgxLTCWAk3xg8Esa-B54AaABAg,m5V-IK1cEtE,"Was a bop then, still a bop now"
195,UgxLTCWAk3xg8Esa-B54AaABAg.9Qka3Q6i-js9UQxmbAdF-K,UgxLTCWAk3xg8Esa-B54AaABAg,Still a bop
196,Ugwn4Dkf4ZdA0sR42-B4AaABAg,m5V-IK1cEtE,this didnt actually happen but                           someone: Hannibal crossed the alps still carthage couldnt beat.  Me: Whats a Hannibal?   someone: A hannibal had elephants! Me: WHAT?!?!?!?!?!?!?!
197,UgzbRYR2pLWTeOmGcGF4AaABAg,m5V-IK1cEtE,friend: what's your taste in music?me: ummmmmmmy brain: R-R-R-R-ROMULUS!
198,UgxQn1HZjYJMhzkU1nB4AaABAg,m5V-IK1cEtE,This song is so bussin
199,Ugx5WvB4OqbKuTkFL4J4AaABAg,m5V-IK1cEtE,This track is hot
200,Ugx-SNAFk-a_PX99dn94AaABAg,m5V-IK1cEtE,I am gonna be in college next year and I am still here! Love Mr Nicky  emoji_purple_heart 
201,UgwLbVW_uQ8F6WBcuQF4AaABAg,m5V-IK1cEtE,ITS 3 AM WHY AM I HERE 6 YEARS LATER
202,UgxVE3UJvRGk_v2L50J4AaABAg,m5V-IK1cEtE,Jesus: Hello my people just destroyed you empire.
203,UgzFdDwvuJER0rmOoQp4AaABAg,m5V-IK1cEtE,So many memories from sixth grade watching thisThank you Mr. Nicky
204,UgxB6ZY-xwE6ooa2zi54AaABAg,m5V-IK1cEtE,My sis thank grade teachers played this in class and the whole class liked it
205,UgxB6ZY-xwE6ooa2zi54AaABAg.9OuUfgHW83i9PfxyYWJ5u3,UgxB6ZY-xwE6ooa2zi54AaABAg,Meant 6th*
206,UgxN7izRGrWTRpVd9bN4AaABAg,m5V-IK1cEtE,“Build a ColosseumFill a colosseumGet some gladiators Let the lions eat them”Best part  emoji_face_with_tears_of_joy  emoji_face_with_tears_of_joy  emoji_face_with_tears_of_joy 
207,UgxN7izRGrWTRpVd9bN4AaABAg.9OsTOUTPbBn9icbqud0HnW,UgxN7izRGrWTRpVd9bN4AaABAg,aaaaow
208,UgxN7izRGrWTRpVd9bN4AaABAg.9OsTOUTPbBn9iOgk39qtYc,UgxN7izRGrWTRpVd9bN4AaABAg,agreed
