,id,Recipient (video or comment),comment
29,UgjODhc9ldZ5XXgCoAEC,7xP_TLiswp8,21 C is still based on Roman & Greek Ancient Politics & Cultures - what have We learned to do better for mankind ? ;)
30,UgioGAAJ12IyNXgCoAEC,7xP_TLiswp8,"you could start looking for ""facts"" less , embrace mythology , and stop saying ""I KNOW"" , remembering that philosophy was founded by a man saying ""one I know , that I don't know""PS If you do a good one on Julius Caesar alone , I believe it could be great.Do you ?"
31,UgioGAAJ12IyNXgCoAEC.8MAZX4kDk-59kqM0W_f7tY,UgioGAAJ12IyNXgCoAEC,bruh give him slack he want to say it all not make it all about myths
32,UggCgXVCBf2UbngCoAEC,7xP_TLiswp8,Aliens
33,UgjOE82MAvnw_XgCoAEC,7xP_TLiswp8,So is Romulus killing Remus like a metaphor for the Roman overthrow of the Etruscan king?
34,Ughb-aqrS4wnX3gCoAEC,7xP_TLiswp8,"I like the idea of the ship that was coming from troy, although it seems unlikely it would be very interesting. I do believe that the two brothers did existed but I don't think they had  anything to do with royalty"
35,UgibDGHATNgaiXgCoAEC,7xP_TLiswp8,I'm from the third rome
36,UggULNxKwPZyY3gCoAEC,7xP_TLiswp8,But was it built in a day?
37,UggULNxKwPZyY3gCoAEC.8LIrTwWj0Nb8yJcHBXUfTq,UggULNxKwPZyY3gCoAEC,and a half to be exact
38,UggULNxKwPZyY3gCoAEC.8LIrTwWj0Nb8fF3HMrmtNx,UggULNxKwPZyY3gCoAEC,No u nub
39,UgjtGaJx3ZcZxHgCoAEC,7xP_TLiswp8,The version I know of has Romulus kill his brother over a disagreement over what to call their new city. Hence Rome. Not sure what the city would have been called had Remus won. Remi maybe?
40,UgjtGaJx3ZcZxHgCoAEC.8LIlodzeDw-8LIrZNkUUZw,UgjtGaJx3ZcZxHgCoAEC,"The remian empire, hhmmm not bad"
41,UghaHz7FGCW9q3gCoAEC,7xP_TLiswp8,"As someone studying history in a university in Norway, i think this was a good short explanation.The Etruscans influence on Rome was huge. From them, the early Romans learned how to drain swamps, more advanced city planning, and more.However, as the Romans overthrew the last (and according to some sources; opressive) Etruscan king, they formed a republic to make sure that no man alone would rule Rome again.And they were successful, until Sulla."
42,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCg64qGxPx,UghaHz7FGCW9q3gCoAEC,"@***** please don't ever speak again. Almost all of the Greek city states hated eachother, and so it is expected for them to call the Macedonians not Greeks. However, that doesn't make them not Greek. They are still just as Greek as all the other Greeks. And don't use the argument of democracy, because Sparta was also not democratic. And it doesn't matter if they viewed them as barbarians, they are just as civilized as all of the other Greeks. Different people hate eachother, simple. Are north and South Korea then also different cultures? They are by your logic, since they don't both have democratic values, they are viewed as pretty much barbarians (not literally) by the eachother, and they didn't use the same systems as eachother."
43,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCX8pM-Q3f,UghaHz7FGCW9q3gCoAEC,"@***** it is not false, I am saying that they were both Latin, and so both had a common beginning. It's like comparing Macedonia and Sparta, not that different."
44,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCKavA39Vn,UghaHz7FGCW9q3gCoAEC,@Tarek E How is my logic false?
45,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCJg827RvQ,UghaHz7FGCW9q3gCoAEC,"@Tarek EYeah, that is one of the commonly thought ""myths"", the roman believed that themselves. New evidence however gives some more ground behind the myth, making it a theory. I shall not claim to know what is, or is not, true in this case."
46,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCGR_URVQI,UghaHz7FGCW9q3gCoAEC,"+InsertUsername apparently, the Greeks write that the Romans were trojans who had escaped troy. so that makes their origins greek, ad,  as far as I know, the trojans were Greeks."
47,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCGQjm4Mre,UghaHz7FGCW9q3gCoAEC,"+InsertUsername apparently, the Greeks write that the Romans were trojans who had escaped troy. so that makes their origins greek, ad,  as far as I know, the trojans were Greeks."
48,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCEH2Ntmz2,UghaHz7FGCW9q3gCoAEC,"@Tarek EYes, but i have always heard that they were considered ""foreign"" or opressive. Put there to keep the romans under their controll, basicly imperialistic motives. And that this lead to the strong disgust romans shared for even the thought of having a king, when they became a republic. This can also be seen as to why Caesar was unable to take the title ""king"", even though ""dictator"" was aceptable.Anyway, i find this topic very interesting!"
49,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCAqyvJLPS,UghaHz7FGCW9q3gCoAEC,@InsertUsername there were even Etruscan kings in Rome.
50,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCAntVap5f,UghaHz7FGCW9q3gCoAEC,@InsertUsername basically though they are both Latin.
51,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OCAis7Bkan,UghaHz7FGCW9q3gCoAEC,@InsertUsername would appreciate it :)
52,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OC3mqpNm5H,UghaHz7FGCW9q3gCoAEC,"@Tarek EYes, the difference is miniscule, but i still think that it is important to recognize that they are different people, if nothing else, because they saw themselves as different. I shall admit that it is a long time since i last looked into this, but i am going to se a consultor regarding my bachelor task tomorrow. He is UIO`s (the university where i study) foremost expert on romans and the greeks. I plan to take this topic upp with him, and I can post what he replies if you will."
53,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OC-tHCfxS_,UghaHz7FGCW9q3gCoAEC,"@InsertUsername but that is my point. The difference is as negligible as that, not to the point of Romans vs Gauls or Romans vs Carthaginians..."
54,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OByJDqhHtN,UghaHz7FGCW9q3gCoAEC,"@Tarek EThe romans and etruscan were different. They had different cultures (the romans took a lot from the etruscan people) and, most importantly, they saw themselves as different people. Calling them the same people is like arguing that Norwegians, Sweedish, Danish and German people ar all the same. Sure, the same type of people, but they do not see themselves as the same people."
55,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OBPwUsBBUH,UghaHz7FGCW9q3gCoAEC,"@***** but ok, think what you will."
56,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OBPtN9t7b4,UghaHz7FGCW9q3gCoAEC,"@***** sorry, autocorrect failed me. Meant to say Samnites."
57,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OAX5Xcv4po,UghaHz7FGCW9q3gCoAEC,"@Tarek E yet the etruscan language is complettely oknown to us, they were the only culture in the area to build necropolis for the dead (sort of cities for the dead) which latins and greeks did not) the etruscans were a confederation of city states unlike the tribes of latium. the Samaritans are from palestine so maybe the Sabine's? which, yes they are latin but etruscans and romans are very different"
58,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OAQUnzqIk2,UghaHz7FGCW9q3gCoAEC,"@***** that's where you are wrong. Etruscans are also Latin, just like Samaritans are also Latin. These peoples have almost the exact same culture as the Romans, they just had different countries."
59,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OAI7HX4OZ7,UghaHz7FGCW9q3gCoAEC,@Tarek E latins and etruscan are different
60,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8OAB-UczRAI,UghaHz7FGCW9q3gCoAEC,"InsertUsername you can't really make a real distinction between Rome and the Etruscans. The Romans and the Etruscans were the same as the Romans, they were just different in state. In the end tho, they all had Greek influence."
61,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8LKvfSTBOcD,UghaHz7FGCW9q3gCoAEC,"@The New CaesarWell of course the Greeks influenced them, no doubt. The culture and society of Rome shared many similarities with citystates, and the Romans, at one point, even thought off their city as a form of greek city state. The republik was also formed after the democratic Greek ideal."
62,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8LKPR9dSJlo,UghaHz7FGCW9q3gCoAEC,InsertUsername I believe Greeks influenced Rome as well. I remember a book while back that the romans first used the phalanx but then adopted the maniple system.
63,UghaHz7FGCW9q3gCoAEC.8LIOo1UhbkO8LIrebm2KHc,UghaHz7FGCW9q3gCoAEC,Yep sulla messed up everything( altough marius helped)
64,UgzJLErSMDpcaQX8jht4AaABAg,Kf11XPxWTo8,How tf is this my most viewed vid???
65,UghVENHDxcw323gCoAEC,sMjvjNLZVBQ,what why
66,UghVENHDxcw323gCoAEC.7-H0Z7-Opu17-H3Wq90aaO,UghVENHDxcw323gCoAEC,Why not?Checkmate.
67,UgibGeGE7e7X-3gCoAEC,sMjvjNLZVBQ,nice work beatchaaaaas
68,Ugj1JdiZ4MSC2ngCoAEC,sMjvjNLZVBQ,echt supergoed geacteerd en mooi gespeeld :-)
69,UggiCsMjLExZi3gCoAEC,sMjvjNLZVBQ,zeer goed gedaan jongemannen
70,Ugzn3AStIE9Jz3gI1uZ4AaABAg,grehDVvXc6k,This is NOT the real history
71,Ugw1OYR6ZN0eE7Ydhlt4AaABAg,grehDVvXc6k,this is not the real history
72,UgyAotIMUxHekmo4EXJ4AaABAg,grehDVvXc6k,so not the real story!!!
73,UgxSmd_DwldvFG5z7th4AaABAg,YtzMeM9zWE8,ur mom is a chad
74,UgxfDws4t-my02wBCKt4AaABAg,YtzMeM9zWE8,happy late birthday to rome!
75,UgxfDws4t-my02wBCKt4AaABAg.9MUdrygeKJX9MUlU_tGr-T,UgxfDws4t-my02wBCKt4AaABAg,Dies natalis laetam serum Romae volo.
76,UgxvYcJfCsZSWzbTEZ94AaABAg,FdXPUBczvnU,The founders of the fucking Roman Republic
77,UgxvYcJfCsZSWzbTEZ94AaABAg.9QPjVz6Guwf9hxHoXhcrG5,UgxvYcJfCsZSWzbTEZ94AaABAg,Netnaija
78,UgxvYcJfCsZSWzbTEZ94AaABAg.9QPjVz6Guwf9bvZgYgUxC4,UgxvYcJfCsZSWzbTEZ94AaABAg,Where to watch this with English subs
79,Ugx9_uzJlYnUSFwem4J4AaABAg,te57eTi1mS4,Díganme que no entendieron nada porque yo no
80,UgyVLjEMkeVAvErlXjp4AaABAg,te57eTi1mS4,ROMULO ERES MUY MALO CON TU HERMANO
81,UgzEM_tdhhiDjwpR_WV4AaABAg,te57eTi1mS4,jajajjaa
82,UgyBXK3i7Owy2tqVMBN4AaABAg,te57eTi1mS4,me traume :)
83,UgwFZ2PMHkHPn5KZSGZ4AaABAg,te57eTi1mS4,Parece south park lol.
84,UgyYRfZee7RVqGtLVZV4AaABAg,te57eTi1mS4,"Qué buen vídeo para la gente a la que le interesa el vídeo le entiende perfectamente pero a la gente que no le importa ni por tanto no le entiende ni por un comino, gracias por el vídeo me ha servido de mucha ayuda  emoji_face_with_tears_of_joy "
85,Ugw92nd7vdl-Z8Sff_l4AaABAg,te57eTi1mS4,Copywright usaste le Canción de star wars
86,UggcKVv1Atoex3gCoAEC,te57eTi1mS4,iuhnhinunhuiiuhnhnunuhiuh iuh niuhuinu  / pero sera hijo de tiiiiiiiiiiiiiiiiiiiiiiiiiiit/
87,UggxuAcYatjZPngCoAEC,te57eTi1mS4,Como e acabado aqui?
88,Ugg7PNA4zgR_X3gCoAEC,te57eTi1mS4,para eso veo mis videos mejor  emoji_beaming_face_with_smiling_eyes  emoji_beaming_face_with_smiling_eyes  emoji_beaming_face_with_smiling_eyes  emoji_beaming_face_with_smiling_eyes  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_smiling_face_with_halo  emoji_face_with_tongue  emoji_face_with_tongue  emoji_face_with_tongue  emoji_face_with_tongue  emoji_face_with_tongue  emoji_face_with_tongue  emoji_grinning_squinting_face  emoji_grinning_squinting_face  emoji_smiling_face_with_sunglasses  emoji_smiling_face_with_sunglasses  emoji_smiling_face_with_sunglasses 
89,Ugix9qU0zUsn2XgCoAEC,te57eTi1mS4,no entendí ni una mieda
90,Ugi0PU7kweg_wXgCoAEC,te57eTi1mS4,vale mierda este video andate vales kaka
91,UgjBPNP9TvBsf3gCoAEC,te57eTi1mS4,que mierda no entendí nada.
92,Ugjj9iEyg2XpqXgCoAEC,te57eTi1mS4,"Muy buen vídeo... Por desgracia le di dislike, pero fue sin intención, bueno, más o menos. :v"
93,Ugjj9iEyg2XpqXgCoAEC.8A-pvN29tOx9Jq7boP1IJ4,Ugjj9iEyg2XpqXgCoAEC,:V
94,UgjGoHKK3RIvKXgCoAEC,te57eTi1mS4,es una puta mierda de video una puta mierda jajajajajajjajjaja
95,UgjGoHKK3RIvKXgCoAEC.86fUHgctpq68eZBJoWhbUi,UgjGoHKK3RIvKXgCoAEC,Idiotas
96,UgjGoHKK3RIvKXgCoAEC.86fUHgctpq6871dQYTx2hx,UgjGoHKK3RIvKXgCoAEC,no no es una puta mierda una reputa remierda  emoji_face_with_tears_of_joy 
97,UghVZAS1OqNYvXgCoAEC,te57eTi1mS4,Osea usaron audios de una parodia de Dragon Ball Z dejate de joder
98,Ugis4eU1ZL2lb3gCoAEC,te57eTi1mS4,remulo fue malo al matar a su hermano
99,Ugis4eU1ZL2lb3gCoAEC.85VaYtiIWr79BBAuunbinV,Ugis4eU1ZL2lb3gCoAEC,ESTOY DEACUERDO CON  ELLA
100,Ugh-0T7ZdCM8DXgCoAEC,te57eTi1mS4,FNAF 4 SONG XD
101,Ugh-0T7ZdCM8DXgCoAEC.853cvwioTdg8eZBOGigWgT,Ugh-0T7ZdCM8DXgCoAEC,Eso que?
102,Ugi4cHeGpGBqOHgCoAEC,te57eTi1mS4,muy malo no entendi nada
103,Ugi4cHeGpGBqOHgCoAEC.82HQAGeYtrU8eZBFgXJslZ,Ugi4cHeGpGBqOHgCoAEC,Pues será que no le pusiste atención
104,Ugi4cHeGpGBqOHgCoAEC.82HQAGeYtrU871dXSHkXE2,Ugi4cHeGpGBqOHgCoAEC,dimelo a mi jajajajjaja
105,UgiidckFreMAJngCoAEC,te57eTi1mS4, emoji_kiss 
106,UggzRx0elqU473gCoAEC,te57eTi1mS4,pues vaya mierda de video
107,UgjTgR9iEM4n_HgCoAEC,te57eTi1mS4,Que grosero 
108,UgjzoGM2hIw6vngCoAEC,te57eTi1mS4,Romulo no mato a Remo
109,UghgiNlYPUGhk3gCoAEC,te57eTi1mS4,muy diver garcias haora lo entiendo
110,UghgiNlYPUGhk3gCoAEC.7-H0Z7-DLNR70Jrz-XVpT-,UghgiNlYPUGhk3gCoAEC,si es malisimo esta mal hecho y encima no sabes escribir
111,UgiHcodk-A88EHgCoAEC,te57eTi1mS4,"Que terrible, no la narran bien."
112,UgiHcodk-A88EHgCoAEC.7-H0Z7-2Ar871YEkRq_M9-,UgiHcodk-A88EHgCoAEC,tienes toda la razon
113,UgjjmZlEVbLQQHgCoAEC,te57eTi1mS4,"Lol.No sé si ponerle ""me gusta"" o ""no me gusta""."
114,UgjjmZlEVbLQQHgCoAEC.7-H0Z7-Skdu9Jq7_7NosKt,UgjjmZlEVbLQQHgCoAEC,xd
115,UgjjmZlEVbLQQHgCoAEC.7-H0Z7-Skdu878pz_OB3Yw,UgjjmZlEVbLQQHgCoAEC,"Jajajaja :v lo haría, pero se esforzó xD"
116,UgjjmZlEVbLQQHgCoAEC.7-H0Z7-Skdu871df2mNox_,UgjjmZlEVbLQQHgCoAEC,no me gusta jajajajjajaja aseme caso es malisimo
117,UgiFPbngHDpVN3gCoAEC,te57eTi1mS4,buenisimo lo entendi al toque ...
118,UgiFPbngHDpVN3gCoAEC.7-H0Z7-8S5j8n9NZhmtEcg,UgiFPbngHDpVN3gCoAEC,Aber de qhe emoji_face_savoring_food 
119,Ugh3b0_1_tc2M3gCoAEC,te57eTi1mS4,molan los personajes
120,UggPwXY89gQMLHgCoAEC,te57eTi1mS4,mola
121,Ugj8v3YIu9desngCoAEC,te57eTi1mS4,xd xd xd xd
122,UgipL6AFQvTPUXgCoAEC,te57eTi1mS4,"jajajaj es muy graciosa, esto es broma idiotas es para reirse un poco, no se tomen todo tan enserio"
123,UgipL6AFQvTPUXgCoAEC.7-H0Z7--gRe871dmTUqLSJ,UgipL6AFQvTPUXgCoAEC,no lo pense asi pero aun asi es un video malo jajajaja
124,Ughv7Cj2fwepGXgCoAEC,te57eTi1mS4,no es muy bueno
125,UggRhNzicP-p5XgCoAEC,te57eTi1mS4,mala la wea
126,UghdaPqCmTAYmHgCoAEC,te57eTi1mS4,"La verdad esta muy buena y muy bien resumida la historia de como se hizo roma (Leyenda) la gente qe dice q es mala es por que no se sabe la verdadera historia, Felicitaciones ;)"
127,UgxVdtP1pTI0XzTvfat4AaABAg,te57eTi1mS4,q putada tan mala
128,Ugw0_zWH-5NiE8W7tT94AaABAg,te57eTi1mS4,"Es buenísimo!!! Gracias!! En clase de latín lo hemos pasado dos veces, mercii!"
129,UgzDAHm0rhNdMN8SJRR4AaABAg,te57eTi1mS4,Regular
130,UgwMsSFcBJjzWKGqfb14AaABAg,te57eTi1mS4,@mm muhhjjl jm @@
131,UgzJ0Q_Z9yeZ6--auYl4AaABAg,te57eTi1mS4,la wea mas mala que he visto
132,Ugwdm7M1z3LSZGXI2UN4AaABAg,te57eTi1mS4,"xd
"
133,Ugyb_Eu-93kBhghEt2h4AaABAg,te57eTi1mS4,Valla kk
134,Ugzl065wCcBDZbDxi-t4AaABAg,te57eTi1mS4,jajjajajajajja se la violaronnn?? s ctm que mme rei wnnnnn
135,UgyWwVFS4hA4i5yq-uJ4AaABAg,te57eTi1mS4,"Lo necesitaba era para una tarea me gusto porque era en dibujos pero que orror yo no necesitaba las grocerias
"
136,UgznJnXmut8FpPh6vwN4AaABAg,te57eTi1mS4,"Es Muy brebe , pero igual bien"
137,Ugyg7Jgm8rPUOl6D15Z4AaABAg,te57eTi1mS4,"PESIMO!!!!!
"
138,UgyPs5SOfrToDdcpQox4AaABAg,GupKkQibvwM,Which one is Romulus?
139,UgyPs5SOfrToDdcpQox4AaABAg.9X7Swj5zITg9X9-83eSqmY,UgyPs5SOfrToDdcpQox4AaABAg,"Now that's something i don't know,sorry for disappointing you bro.Thanks for watching though."
140,UgwfU4Y4LLX17Yh6lHp4AaABAg,GupKkQibvwM,A siamese twin in a fighting game? Never seen that before lol. Kinda cool!
141,UgwfU4Y4LLX17Yh6lHp4AaABAg.9KnMnSyM3o_9LGhpLuHWbq,UgwfU4Y4LLX17Yh6lHp4AaABAg,"Yeah,actually there is a magic vessel thing in this game,which can bring back souls.So when it bring back their souls,they kinda fused into one."
142,UgzRvYbNK9HiRgyAHdZ4AaABAg,wvfk1WVNpbk,Nautical drawings
143,Ugxxcm-nS_GEAaHGkc54AaABAg,wvfk1WVNpbk,U drew tht?
144,Ugx5xDKcf0iygaeRtYd4AaABAg,Fi16la-4QOE,Trop bien tu nous a appris quelque chose que notre prof nous explique en 4 séances ! Garde tjrs ce dynamisme  ^^
145,Ugya-n3_OZmY4yNYtxh4AaABAg,Fi16la-4QOE,merci bcp
146,Ugy_Ip9zL0em8jeD-6N4AaABAg,Fi16la-4QOE,wllah se drole sa mere
147,Ugx9k839M6wxv-Wpuup4AaABAg,Fi16la-4QOE,C’est impressionnant . Waouh !! Les explications sont explosives
148,UgzC22xVU4ZJKb2inkF4AaABAg,Fi16la-4QOE,Eh bah mr super la vidéo c Dayann
149,Ugx1ALR7RIjrat2OROx4AaABAg,Fi16la-4QOE,"merci pour ton émission de grande qualité, c'est un pure régale pour les fans d'histoire et de civilisations."
150,Ugx2OPv-E_V2cl2M29t4AaABAg,Fi16la-4QOE,tu fais du théâtre?
151,UgxpW7qGhFuYVkVPkeV4AaABAg,Fi16la-4QOE,Apparemment Remus et Romulus serait une des représentations du signe des gémeaux (comme Hypnos et Thanatos par ailleurs  emoji_winking_face )
152,Ugyi8f3KEhdbOWI0dkN4AaABAg,Fi16la-4QOE,Merci
153,Ugyi8f3KEhdbOWI0dkN4AaABAg.9PVofDtM1-69RVXQ8aJMNY,Ugyi8f3KEhdbOWI0dkN4AaABAg,"Pas de quoi, merci pour le commentaire"
154,Ugy1PqJya6MDNnsDXhZ4AaABAg,Fi16la-4QOE,"Remus, comme Remus Lupin dans Harry Potter  emoji_see-no-evil_monkey "
155,Ugy1PqJya6MDNnsDXhZ4AaABAg.9OgdejMKxt69OgfD2aeN-l,Ugy1PqJya6MDNnsDXhZ4AaABAg,@Fiamoa McBenson Waouw  emoji_astonished_face 
156,Ugy1PqJya6MDNnsDXhZ4AaABAg.9OgdejMKxt69OgecWoINu2,Ugy1PqJya6MDNnsDXhZ4AaABAg,"Oui je crois que JK Rowling, qui a été prof de latin si je ne me trompe pas, l'a fait exprès"
157,UgyoXoTuBr-eKfqFVfV4AaABAg,Fi16la-4QOE,Ok pas mal du tout si les profs d'histoire expliqué comme tu le fais il capterer davantage les élèves ta ce côté délire qui captive sa fait la différence continue
158,UgyoXoTuBr-eKfqFVfV4AaABAg.9O875QYqQvc9RVXay9SNyo,UgyoXoTuBr-eKfqFVfV4AaABAg,"Merci pour les encouragements! Ca fait un moment que j'ai pas fait de formats comme celui ci, il va falloir que je m'y remette :)"
159,UgxRaNuw2ZZuNJ2dHzR4AaABAg,Fi16la-4QOE,C quoi leur origine svp
160,Ugz_x46rLg44WAdRm9N4AaABAg,Fi16la-4QOE,IL Y A COMBIEN DE VERSION EN FAITE PERSO J'EN AI COMPTER 7
161,UgyZMTCt5K535Lo0Ce54AaABAg,Fi16la-4QOE,Nickel merci !
162,UgxY0ENFlAECOoRVjVV4AaABAg,Fi16la-4QOE,Vos explications sont claires comme de l'eau de roche.
163,Ugx2vcDb2E4Vmfcm9OJ4AaABAg,Fi16la-4QOE,Les dieux t’ont envoyé un verre d’eau sur ta chemise???  emoji_face_with_tears_of_joy  merci pour ton travail plus sérieusement  emoji_thumbs_up  emoji_winking_face  emoji_face_blowing_a_kiss  emoji_face_blowing_a_kiss 
164,UgxoFsj655GTuaQYZfV4AaABAg,Fi16la-4QOE,t'est drôle et t'explique imper bien
165,UgxoFsj655GTuaQYZfV4AaABAg.9GRzstZCZWr9GyjYV1I9Ob,UgxoFsj655GTuaQYZfV4AaABAg,"Aha, merci beaucoup des compliments!"
166,UgxiS2POIn8CbIlwDKR4AaABAg,Fi16la-4QOE,merci c'est trop cool
167,UgxRy7kJFANc2zs-vNd4AaABAg,Fi16la-4QOE,Merçi
168,UgwNRq8SB-QUmfierSN4AaABAg,Fi16la-4QOE,"Dans le latin de l'époque, la louve était une gourgandine. D'où le mot lupanar encore aujourd'hui en français."
169,UgxAhbkF0kVNf2tJ7TZ4AaABAg,Fi16la-4QOE,j mme suis abonner car t ma trop bien expliquer
170,UgxAhbkF0kVNf2tJ7TZ4AaABAg.99X5MVcYIUM9BxAyzJprsN,UgxAhbkF0kVNf2tJ7TZ4AaABAg,"Cool, merci pour l'abo ;)"
171,UgwYlVj_mZ_24NYwou54AaABAg,Fi16la-4QOE,merci pour l'explication trop drôle merci tu vient de re faire ma journée
172,UgxqCDjyXwMBvi7kkKZ4AaABAg,Fi16la-4QOE,J’ai adorer mais vous aurai du préciser les date
173,UgxqCDjyXwMBvi7kkKZ4AaABAg.98EnogIsdo098EspLIajc6,UgxqCDjyXwMBvi7kkKZ4AaABAg,"Bonjour content que ça vous ai plu. Pour les dates on place la fondation de Rome en -753. Mais bon c'est une date légendaire... pris dans le feu de la narration, j'ai oublié de le mentionner  emoji_smiling_face_with_open_hands "
174,Ugw7BXbiWVbFKBavQuh4AaABAg,Fi16la-4QOE,Mes il a fondé Rome sur quoi ??
175,UgwvJTSkQ5riQtkvYX14AaABAg,Fi16la-4QOE,Merci grâce à toi j'ai eu un 20/20
176,UgwXk9In98R0cUsJOn94AaABAg,Fi16la-4QOE,Merci pour l info
177,UgxfEYaSwH8LX8DmU2F4AaABAg,Fi16la-4QOE,génial j'ai  beaucoup appris
178,UgxfEYaSwH8LX8DmU2F4AaABAg.97VqY9xg06-97fZ6AfXWIE,UgxfEYaSwH8LX8DmU2F4AaABAg,merci
